,hrv_pct_5,hrv_rms,hrv_pct_95,hrv_lineintegral,hrv_ptp,hrv_n_below_mean,hrv_iqr,hrv_entropy,hrv_energy,hrv_n_above_mean,hrv_perm_entropy,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_skewness,hrv_svd_entropy,hrv_iqr_5_95,hrv_std,hrv_sum,hrv_mean,hrv_max,hrv_min
0,0.10645161290322583 +/- 0.0029808656971405762,0.13592662871600258 +/- 0.004994034394219324,0.06546489563567366 +/- 0.005816007207271575,0.18535736875395323 +/- 0.006146188526332832,0.13785578747628086 +/- 0.004068403435597785,0.16008855154965212 +/- 0.005885752555943996,0.09554079696394689 +/- 0.007274496027365402,0.041650853889943086 +/- 0.003873452547565601,-0.0015180265654648583 +/- 0.0012232181913860657,0.07928526249209365 +/- 0.004334085661684645,0.001834282099936768 +/- 0.0008809859757864812,0.0 +/- 0.0,0.00028462998102469773 +/- 0.0006075070433996894,0.019512966476913373 +/- 0.004324845022928962,-0.012523719165085356 +/- 0.002627777112946365,0.0038583175205566533 +/- 0.0036357009141555685,0.008444022770398529 +/- 0.004490494504325888,0.020651486401012043 +/- 0.0060504072808698845,0.26369386464263134 +/- 0.005422283914015891,0.26369386464263134 +/- 0.005422283914015891,0.23146742567994943 +/- 0.008284989642055778,0.16824794433902596 +/- 0.008366139530645978
