,hrv_pct_5,hrv_rms,hrv_pct_95,hrv_lineintegral,hrv_ptp,hrv_n_below_mean,hrv_iqr,hrv_entropy,hrv_energy,hrv_n_above_mean,hrv_perm_entropy,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_skewness,hrv_svd_entropy,hrv_iqr_5_95,hrv_std,hrv_sum,hrv_mean,hrv_max,hrv_min
0,0.052717051842598374 +/- 0.005797104135001674,0.07760774515927546 +/- 0.00643719230876109,0.016801998750780766 +/- 0.0034034060526734224,0.21424109931292942 +/- 0.007475770895431487,0.11399125546533417 +/- 0.005866012183322359,0.1368831980012492 +/- 0.00342411995784637,0.12320424734540913 +/- 0.007147960543347495,0.028076202373516556 +/- 0.005497717924550614,0.015459088069956273 +/- 0.00506521431386806,0.14575265459088071 +/- 0.00589429307699739,0.007682698313554037 +/- 0.001242957447978262,0.0 +/- 0.0,-0.0014053716427233076 +/- 0.0010095708853994207,0.03438475952529668 +/- 0.003727956753609128,-0.0003435352904434752 +/- 0.0004514938255715509,0.0023110555902560947 +/- 0.0023545380168607933,0.00306058713304187 +/- 0.0026749048226563403,0.0386945658963148 +/- 0.0048612327758795655,0.30362273579013116 +/- 0.005773501565667132,0.30362273579013116 +/- 0.005773501565667132,0.2693316677076827 +/- 0.007656501295348248,0.21477201748906932 +/- 0.003895806911859801
