,bvp_peaks,bvp_iqr,bvp_n_above_mean,bvp_skewness,bvp_perm_entropy,bvp_iqr_5_95,bvp_rms,bvp_mean,bvp_entropy,bvp_sum,bvp_energy,bvp_pct_95,bvp_std,bvp_n_below_mean,bvp_max,bvp_pct_5,bvp_ptp,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_n_sign_changes,bvp_min
0,0.06173604960141719 +/- 0.003952225246647134,0.026749335695305586 +/- 0.005832445574191088,0.012267493356953074 +/- 0.0015601341854569177,0.011204605845881321 +/- 0.0026501973959924285,0.011071744906997371 +/- 0.006052913928527858,0.0026572187776793934 +/- 0.0009289715218513494,0.00044286979627992105 +/- 0.0003961147878653374,0.00039858281665191566 +/- 0.00036787528179442025,0.0 +/- 0.0,-0.00039858281665184904 +/- 0.00013286093888394967,-0.0007085916740478093 +/- 0.0005314437555358801,-0.0037201062887511015 +/- 0.0017956718275210944,-0.005048715677590787 +/- 0.0014847701164074608,-0.006510186005314433 +/- 0.0024502349324398657,-0.006554472984942439 +/- 0.0026185554471380877,-0.006997342781222315 +/- 0.0019884804535556812,-0.007617360496014159 +/- 0.0024482329426191766,-0.007927369353410086 +/- 0.0008032930534640007,-0.020992028343666945 +/- 0.003727480143932822,-0.025730735163861818 +/- 0.00397819365284233,-0.030779450841452605 +/- 0.0040890578637332725,-0.04654561558901682 +/- 0.0034727882940859857
