,bvp_peaks,bvp_mean,bvp_sum,bvp_entropy,bvp_iqr_5_95,bvp_pct_5,bvp_rms,bvp_max,bvp_n_below_mean,bvp_lineintegral,bvp_std,bvp_energy,bvp_n_above_mean,bvp_skewness,bvp_iqr,bvp_perm_entropy,bvp_pct_95,bvp_n_sign_changes,bvp_kurtosis,bvp_ptp,bvp_svd_entropy,bvp_min
0,0.013323643410852626 +/- 0.0023760077200076068,0.00043604651162790773 +/- 0.0004570727292663091,0.000678294573643412 +/- 0.0006204577749450446,0.0 +/- 0.0,0.027858527131782884 +/- 0.001816052792053425,0.019525193798449535 +/- 0.002432633761750623,0.0005813953488372104 +/- 0.0011828057767183842,0.006443798449612325 +/- 0.0027411521627549403,0.02480620155038753 +/- 0.003047322711921786,0.003052325581395299 +/- 0.002364122654797605,0.006443798449612325 +/- 0.00204466548895435,0.010755813953488281 +/- 0.001383997757469547,0.015503875968992165 +/- 0.0028907817616620787,0.010949612403100684 +/- 0.002851538559992672,0.002422480620155032 +/- 0.0016358471914858519,0.03551356589147282 +/- 0.00551155601573281,0.02364341085271311 +/- 0.0015744260474100727,0.008381782945736337 +/- 0.0028503035038920065,-0.003730620155038766 +/- 0.002923483496423569,-0.00019379844961240345 +/- 0.0017761921298278483,-0.009932170542635677 +/- 0.002463318569551586,0.008914728682170447 +/- 0.0008986064433619884
