,bvp_peaks,bvp_iqr,bvp_n_above_mean,bvp_skewness,bvp_perm_entropy,bvp_iqr_5_95,bvp_rms,bvp_mean,bvp_entropy,bvp_sum,bvp_energy,bvp_pct_95,bvp_std,bvp_n_below_mean,bvp_max,bvp_pct_5,bvp_ptp,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_n_sign_changes,bvp_min
0,0.020386562356189575 +/- 0.002807179015186399,0.09512195121951215 +/- 0.007717127114245255,0.026461113667740434 +/- 0.005359819602563535,0.004233778186838455 +/- 0.0030856980421979175,0.008743672342383768 +/- 0.004504255610949717,-0.003543488265071315 +/- 0.0002946674752615104,-0.017901518637827928 +/- 0.0024820591919303826,-0.00046019328117812285 +/- 0.0005445080334192283,0.0 +/- 0.0,0.00046019328117807845 +/- 0.00035646418280784896,0.0039576622181315855 +/- 0.0013836443974572568,0.020846755637367674 +/- 0.002149156820770483,0.0 +/- 0.0,0.024114127933732143 +/- 0.0031495515199758254,0.010722503451449572 +/- 0.0016080446580447373,0.0 +/- 0.0,0.03640128854118728 +/- 0.004979665567474856,0.0060745513115508356 +/- 0.0010248991003828753,0.022181316152784146 +/- 0.002952418763432196,-0.002485043718361735 +/- 0.0005893349505230209,-0.029774505292222773 +/- 0.003059852776784053,0.043212149102623075 +/- 0.006209881625811368
