,bvp_peaks,bvp_iqr,bvp_n_above_mean,bvp_skewness,bvp_perm_entropy,bvp_iqr_5_95,bvp_rms,bvp_mean,bvp_entropy,bvp_sum,bvp_energy,bvp_pct_95,bvp_std,bvp_n_below_mean,bvp_max,bvp_pct_5,bvp_ptp,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_n_sign_changes,bvp_min
0,0.043572778827977277 +/- 0.005725167380305414,0.031190926275992393 +/- 0.005081164482312137,-0.024480151228733472 +/- 0.004955662279364213,-0.03086011342155014 +/- 0.003177617291874144,0.005529300567107686 +/- 0.004206049149338366,0.0 +/- 0.0,-0.0020793950850662157 +/- 0.0009498937260038728,-0.00316635160680534 +/- 0.001386710846041683,0.0 +/- 0.0,-0.0001890359168242317 +/- 0.0007964224738351943,-0.001370510396975444 +/- 0.0013274642632502937,-0.011389413988657882 +/- 0.003514047532140144,-0.014744801512287376 +/- 0.0025781061809047007,0.03171077504725893 +/- 0.007609869697723802,0.01413043478260867 +/- 0.0024688011127805293,-0.01219281663516072 +/- 0.0012645640983232165,-0.0040170132325142 +/- 0.0007693204440500488,0.027410207939508446 +/- 0.0015815879518602514,0.0287807183364839 +/- 0.005126891399227235,0.00614366729678636 +/- 0.0030845309777090416,0.008128544423440399 +/- 0.0018278903219105403,0.00897920604914929 +/- 0.0038335160284826445
