,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_entropy,bvp_ptp,bvp_perm_entropy,bvp_mean,bvp_sum,bvp_max,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.4193289224952741 +/- 0.0069970425941978534,0.13615311909262764 +/- 0.006791001849946658,0.18913043478260874 +/- 0.006867365515025614,0.12400756143667302 +/- 0.005160542039591202,0.045132325141776966 +/- 0.0049396372779694836,0.01706049149338377 +/- 0.002404641631986479,0.024007561436673007 +/- 0.003808968181400747,0.006238185255198514 +/- 0.0009404418120100557,0.028827977315690024 +/- 0.003862536246068539,0.0 +/- 0.0,0.03213610586011345 +/- 0.002049100509326908,-0.011720226843100156 +/- 0.002194364228023429,9.451795841214361e-05 +/- 0.0018761279056029514,9.451795841214361e-05 +/- 0.0018761279056029514,2.2204460492503132e-17 +/- 0.0004226971602079162,0.017155009451795877 +/- 0.006070709745859961,0.017155009451795877 +/- 0.006070709745859961,0.006899810964083208 +/- 0.003618939455402002,0.0853497164461248 +/- 0.00493941120244005,0.057608695652173934 +/- 0.0035393788928833217,0.032892249527410246 +/- 0.0066135560243992175,0.08870510396975427 +/- 0.00678310418557978
