,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_entropy,bvp_ptp,bvp_perm_entropy,bvp_mean,bvp_sum,bvp_max,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.2097112860892388 +/- 0.008082114518218268,0.009448818897637745 +/- 0.008454540441065925,0.059107611548556385 +/- 0.007902660059447281,0.008136482939632494 +/- 0.00385210284702518,0.012755905511810984 +/- 0.005420058720332362,0.0008923884514435265 +/- 0.003034193389316199,-0.023569553805774347 +/- 0.005447443173366015,0.0005774278215222473 +/- 0.0008923884514435518,0.06698162729658788 +/- 0.007074744604233686,0.0 +/- 0.0,0.034645669291338534 +/- 0.004736060291292368,0.039527559055118046 +/- 0.005078858842808079,0.0007349081364828814 +/- 0.0007120556412729702,0.0006299212598424586 +/- 0.0007349081364829146,-0.00010498687664046713 +/- 0.0010706602653212998,0.04713910761154851 +/- 0.002775706890583167,0.04713910761154851 +/- 0.002775706890583167,0.020787401574803088 +/- 0.007776119343681358,0.0480839895013123 +/- 0.004601492283634899,-0.018897637795275635 +/- 0.0030155184496262716,0.015853018372703375 +/- 0.007181440031354399,0.010708661417322785 +/- 0.005865187495417687
