,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_entropy,bvp_ptp,bvp_perm_entropy,bvp_mean,bvp_sum,bvp_max,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.6037956888472352 +/- 0.005360341370648538,0.184817244611059 +/- 0.006041897455027632,0.2721180880974695 +/- 0.005773720749275484,0.05323336457357073 +/- 0.003412772531590088,0.038519212746016815 +/- 0.0031280823370719024,0.018322399250234232 +/- 0.0032765409758975183,0.028116213683223923 +/- 0.0032869124492502675,0.0017338331771320937 +/- 0.0016374325407362976,0.0035145267104029765 +/- 0.0029283036176134857,0.0 +/- 0.0,0.011574507966260505 +/- 0.002218331842276408,0.016822867853795644 +/- 0.004312425956001283,-0.002624179943767624 +/- 0.0006356447969189575,-0.002624179943767624 +/- 0.0006356447969189575,-0.0005154639175258379 +/- 0.0016693076973342985,0.030927835051546337 +/- 0.0034307413716444302,0.030927835051546337 +/- 0.0034307413716444302,0.025913776944704738 +/- 0.002756807137784958,0.0678537956888472 +/- 0.0044247691224415745,0.03631677600749762 +/- 0.00211910385278257,-0.004779756326148132 +/- 0.002155576382380489,0.013402061855670055 +/- 0.003999360504845717
