,bvp_peaks,bvp_iqr,bvp_n_above_mean,bvp_skewness,bvp_perm_entropy,bvp_iqr_5_95,bvp_rms,bvp_mean,bvp_entropy,bvp_sum,bvp_energy,bvp_pct_95,bvp_std,bvp_n_below_mean,bvp_max,bvp_pct_5,bvp_ptp,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_n_sign_changes,bvp_min
0,0.017067421027817054 +/- 0.003909554444437134,0.005846298915605852 +/- 0.002531960694407828,0.033239038189533235 +/- 0.004265487497664694,0.0036775106082036824 +/- 0.0019980782744381817,0.010183875530410159 +/- 0.0032405167897104343,0.021404997642621392 +/- 0.0026853429261476857,0.0421027817067421 +/- 0.0019099131636519586,-0.001084394153701096 +/- 0.0025394121658642837,0.0 +/- 0.0,-0.00028288543140031486 +/- 0.0007056402426730807,0.0004243281471004168 +/- 0.0011047029244564146,0.014898632720414928 +/- 0.0011587181261145014,0.019047619047619046 +/- 0.0012860143042891087,0.027251296558227257 +/- 0.003607944643038002,-0.005987741631305965 +/- 0.002733339564476326,0.0017916077322018054 +/- 0.0016305154611778014,0.020367751060820373 +/- 0.0036931930273580446,0.002404526166902432 +/- 0.0009990391372191186,-0.012022630834512027 +/- 0.004228850730125623,-0.006647807637906655 +/- 0.0015700920137054824,-0.0013201320132013139 +/- 0.002052950594726766,-0.027157001414427163 +/- 0.0031641606290546877
