,bvp_peaks,bvp_mean,bvp_sum,bvp_entropy,bvp_iqr_5_95,bvp_pct_5,bvp_rms,bvp_max,bvp_n_below_mean,bvp_lineintegral,bvp_std,bvp_energy,bvp_n_above_mean,bvp_skewness,bvp_iqr,bvp_perm_entropy,bvp_pct_95,bvp_n_sign_changes,bvp_kurtosis,bvp_ptp,bvp_svd_entropy,bvp_min
0,0.02982708933717576 +/- 0.0031308527353952524,0.0004322766570604819 +/- 0.0008711987102409755,0.0007684918347742098 +/- 0.00044020900047603913,0.0 +/- 0.0,-0.0012007684918348138 +/- 0.0015226577794569887,-0.0021133525456292434 +/- 0.0010566762728146041,0.003362151777137301 +/- 0.0015784511743664735,0.016186359269932716 +/- 0.0025780474352199117,0.03496637848222859 +/- 0.006798682912284522,0.0031219980787703604 +/- 0.0018131206616884585,0.001536983669548464 +/- 0.0013551139269611671,0.0014889529298750758 +/- 0.0012607497356778667,0.011863592699327552 +/- 0.006846865753653834,0.004514889529298715 +/- 0.0022650962771472863,-0.004178674351585055 +/- 0.0016224155383337705,0.0392891450528338 +/- 0.0033676365308276906,-0.0016330451488953401 +/- 0.0011998074924876746,0.022190201729106584 +/- 0.0031334306302209817,-0.0037944284341979383 +/- 0.003225220358155524,0.006243996157540799 +/- 0.001030144600841851,-0.006916426512968343 +/- 0.0037831640091287666,0.011143131604226687 +/- 0.002749104326849968
