,bvp_peaks,bvp_mean,bvp_sum,bvp_entropy,bvp_iqr_5_95,bvp_pct_5,bvp_rms,bvp_max,bvp_n_below_mean,bvp_lineintegral,bvp_std,bvp_energy,bvp_n_above_mean,bvp_skewness,bvp_iqr,bvp_perm_entropy,bvp_pct_95,bvp_n_sign_changes,bvp_kurtosis,bvp_ptp,bvp_svd_entropy,bvp_min
0,0.0480688935281837 +/- 0.0032295884142808044,-0.00010438413361169019 +/- 0.0006518787054695562,0.00046972860125260585 +/- 0.0007898092876002836,0.0 +/- 0.0,0.004958246346555284 +/- 0.0009694246148750815,-0.0013569937369519725 +/- 0.001569237617784216,-0.008402922755741171 +/- 0.00115414114757285,-0.004436325678496866 +/- 0.0033439600166266016,0.014665970772442583 +/- 0.0028534315099867508,0.02609603340292277 +/- 0.0021771037176006305,0.006158663883089721 +/- 0.00129537303194058,0.0029227557411273253 +/- 0.0016372011629810018,0.010281837160751562 +/- 0.002470730767963403,-0.008559498956158696 +/- 0.002580210249333663,-0.0033924843423799754 +/- 0.002714489274310222,0.009185803757828792 +/- 0.004324074149730277,0.00010438413361169019 +/- 0.002389462033874636,-0.004801670146137804 +/- 0.0030415036084203693,-0.00015657620041753528 +/- 0.0029621009652740287,0.0024008350730688743 +/- 0.0015692376177842157,0.012578288100208768 +/- 0.0035356032472734686,0.012265135699373708 +/- 0.0015701053190491862
