,bvp_peaks,bvp_mean,bvp_sum,bvp_entropy,bvp_iqr_5_95,bvp_pct_5,bvp_rms,bvp_max,bvp_n_below_mean,bvp_lineintegral,bvp_std,bvp_energy,bvp_n_above_mean,bvp_skewness,bvp_iqr,bvp_perm_entropy,bvp_pct_95,bvp_n_sign_changes,bvp_kurtosis,bvp_ptp,bvp_svd_entropy,bvp_min
0,-0.026616328456819292 +/- 0.003758812223075016,-0.0024067956583294302 +/- 0.000714145632393664,-0.0013213780084945892 +/- 0.0005082741677333243,0.0 +/- 0.0,-0.0022652194431335925 +/- 0.002221538894939097,-0.006276545540349276 +/- 0.001662474275961152,0.0008494572911750487 +/- 0.0022612833507712755,-0.01198678621991509 +/- 0.0025605776245872023,-0.005993393109957557 +/- 0.00483137117386546,-0.005899008966493679 +/- 0.0017562807046652485,-0.007597923548843833 +/- 0.002040204466372539,0.0023124115148654536 +/- 0.0025540460835742824,-0.006937234544596538 +/- 0.005479363313626727,-0.0016517225106182476 +/- 0.0028725205839609737,0.018168947616800345 +/- 0.0028334899579571552,-0.008636149126946713 +/- 0.0032080197072878428,-0.009155261915998136 +/- 0.0027694951866203293,0.010571024067956547 +/- 0.0031741711601321805,0.0032562529495044124 +/- 0.001771432220776186,-0.014440773949976449 +/- 0.0032229110106585927,0.004530438886267052 +/- 0.0022847981947919497,-0.02722982538933464 +/- 0.00290949743120308
