,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_entropy,bvp_ptp,bvp_perm_entropy,bvp_mean,bvp_sum,bvp_max,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.33232656913638503 +/- 0.005228745251331578,0.038319962246342584 +/- 0.006896504110290351,0.3153846153846153 +/- 0.005829892403112394,0.0021708352996696267 +/- 0.003983189777443927,-0.01113732892874002 +/- 0.004482998428329572,-1.1102230246251566e-17 +/- 0.002661231180721424,-0.005757432751297786 +/- 0.004769902319393393,-0.005615856536101971 +/- 0.0022079636744293625,0.008683341198678618 +/- 0.001480357446093281,0.0 +/- 0.0,0.001415762151958455 +/- 0.001839885671507102,0.007503539405379867 +/- 0.0021774935337535327,-0.0017461066540821358 +/- 0.0010132567509950048,-0.0017461066540821358 +/- 0.0010132567509950048,-0.00047192071731949614 +/- 0.0002984688683500159,0.01439358187824442 +/- 0.004772002929720778,0.01439358187824442 +/- 0.004772002929720778,-0.002973100519112826 +/- 0.0012315232044077442,0.009768758848513437 +/- 0.0030147571974864437,0.005757432751297742 +/- 0.0022711107910365477,0.023643227937706422 +/- 0.0018573542854322482,0.11930155733836709 +/- 0.0029906521033987387
