,bvp_rms,bvp_std,bvp_lineintegral,bvp_max,bvp_pct_95,bvp_iqr_5_95,bvp_entropy,bvp_pct_5,bvp_mean,bvp_sum,bvp_skewness,bvp_ptp,bvp_kurtosis,bvp_n_sign_changes,bvp_peaks,bvp_min,bvp_iqr,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.21813156440022108 +/- 0.005006961580640925,0.4438916528468767 +/- 0.007502504180132027,-0.02620232172470982 +/- 0.003668470983535032,-0.01636263128800446 +/- 0.002511402253532448,-0.01564400221116643 +/- 0.004470782143857525,-0.03438363736871205 +/- 0.003907263028650602,0.0 +/- 0.0,-0.012437810945273686 +/- 0.0017697966383175287,0.000995024875621886 +/- 0.0010132837357558473,0.000995024875621886 +/- 0.0010132837357558473,0.013543394140409004 +/- 0.0019815863271348635,-0.01973466003316752 +/- 0.003307985472720202,0.0031509121061359725 +/- 0.0021979983805495797,0.008678828081813117 +/- 0.0019157239857560395,0.0007186290768380288 +/- 0.003667221291458686,-0.01796572692095083 +/- 0.0038158639812984497,0.10491984521835265 +/- 0.0027058569929287696,0.0015478164731896004 +/- 0.002194519982452086,0.007407407407407374 +/- 0.001836732750230633,0.08728579325594246 +/- 0.003744729586388054,0.022498618021006035 +/- 0.0031079475504412917,0.022498618021006035 +/- 0.0031079475504412917
