,bvp_rms,bvp_min,bvp_peaks,bvp_iqr_5_95,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_pct_95,bvp_entropy,bvp_ptp,bvp_energy,bvp_sum,bvp_svd_entropy,bvp_mean,bvp_max,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean
0,0.0 +/- 0.0,0.005693753454947459 +/- 0.0016030956329463719,0.051796572692095054 +/- 0.004901176373315167,0.0032614704256495155 +/- 0.00016583747927031436,0.0 +/- 0.0,-0.00033167495854062866 +/- 0.002412097758902303,0.020840243228302913 +/- 0.002447936962463767,-0.008015478164731926 +/- 0.004902423174753141,0.0018242122719734576 +/- 0.002009152221712124,0.0 +/- 0.0,0.002708678828081801 +/- 0.0014297973638891658,-0.00033167495854062866 +/- 0.0002708114696277686,0.000995024875621886 +/- 0.0013034633634661738,0.024654505251520176 +/- 0.002842445579255364,0.004145936981757858 +/- 0.00027639579878385723,0.014759535655057976 +/- 0.0015249435294785695,-0.015478164731896116 +/- 0.00262794125461684,-0.007517965726921016 +/- 0.0021721263354769135,0.0012161415146489719 +/- 0.0015790886519718777,-0.0038695411829740346 +/- 0.003407636264770046,0.020398009950248718 +/- 0.0036954438724949457,0.019347705914870072 +/- 0.004975124378109466
