,bvp_peaks,bvp_pct_95,bvp_n_sign_changes,bvp_skewness,bvp_ptp,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_sum,bvp_std,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_max,bvp_rms,bvp_energy,bvp_min,bvp_iqr,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.015312327252625801 +/- 0.0029046555346422536,0.010171365395246056 +/- 0.001698429131645898,0.0033167495854062867 +/- 0.0020976966236606067,0.013488114980652343 +/- 0.0012893204853168102,0.009618573797678342 +/- 0.0012410140586314841,-0.0034273079049198297 +/- 0.001071902677151201,0.0005527915975677145 +/- 0.0004281905302606301,0.006633499170812618 +/- 0.0018827403389637045,0.0 +/- 0.0,0.0006080707573244859 +/- 0.0005215025501413245,0.00491984521835267 +/- 0.0017384394907149232,0.01669430624654509 +/- 0.001255701126766224,0.007407407407407441 +/- 0.0017515731915705083,0.001105583195135429 +/- 0.001185605892179498,0.014648977335544544 +/- 0.0019189115486688449,0.00923161967938092 +/- 0.0018006077915867866,0.0025428413488114863 +/- 0.0011382675667205035,0.016860143725815402 +/- 0.0011920319874432132,-0.0006080707573244859 +/- 0.0011179518195774789,0.015478164731896116 +/- 0.001308143677855078,0.014704256495301316 +/- 0.0014244443036733074,-0.007241569928137059 +/- 0.003102042641591628
