,bvp_peaks,bvp_pct_95,bvp_n_sign_changes,bvp_skewness,bvp_ptp,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_sum,bvp_std,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_max,bvp_rms,bvp_energy,bvp_min,bvp_iqr,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.014538822303282994 +/- 0.005790831399201496,0.0006774361646691096 +/- 0.0010943199583116276,0.002761855132881752 +/- 0.0011663902702240417,-0.001719645648775392 +/- 0.001893984559185651,0.004116727462219938 +/- 0.0008858780614903795,-0.003335070349140168 +/- 0.0007068608632751677,-0.00015633142261594067 +/- 0.0004069958142733923,0.004064616988014613 +/- 0.0016772774298521047,0.0 +/- 0.0,0.00046899426784784425 +/- 0.0004916092304354881,-0.0113600833767587 +/- 0.002507808111623969,-0.006826472120896265 +/- 0.0011285256814855562,0.001511203751954171 +/- 0.0022040944223613032,0.000885878061490375 +/- 0.0016973942131216701,-0.013652944241792576 +/- 0.002634543962431385,-0.003908285565398606 +/- 0.001980883565268179,-0.015059927045336086 +/- 0.001367837910203943,-0.022146951537258965 +/- 0.0027598879993466253,-0.0009900990099009689 +/- 0.0014821743255161936,0.0070870244919229 +/- 0.0017778761968975565,0.002605523710265789 +/- 0.0023304512532566764,0.008337675872850493 +/- 0.0019636731299027296
