,bvp_rms,bvp_min,bvp_peaks,bvp_iqr_5_95,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_pct_95,bvp_entropy,bvp_ptp,bvp_energy,bvp_sum,bvp_svd_entropy,bvp_mean,bvp_max,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean
0,0.0 +/- 0.0,-0.01459968602825743 +/- 0.0020990236651105966,0.02783882783882784 +/- 0.007689993493488795,0.005913134484563076 +/- 0.0023640726317271585,-0.00026164311878597025 +/- 0.004061793484107815,0.031658817373103096 +/- 0.004048287898972579,-0.002093144950287784 +/- 0.0028661567635016524,0.061538461538461556 +/- 0.003440980057095466,0.019518576661433817 +/- 0.0029606164646395964,0.0 +/- 0.0,0.027943485086342257 +/- 0.002906005939699601,-0.0016745159602302383 +/- 0.0003139717425431732,0.0013082155939298733 +/- 0.000913880125409374,0.008686551543694443 +/- 0.002608045168891072,-5.232862375719183e-05 +/- 0.00015698587127157548,-0.03103087388801672 +/- 0.0017204900285477513,0.0 +/- 0.0,0.012768184196755638 +/- 0.0018005913693443527,0.014390371533228696 +/- 0.001691599149685454,0.017268445839874448 +/- 0.0019439220953434584,0.08126635269492413 +/- 0.0030156001118207985,0.06912611198325486 +/- 0.00190766364558432
