,bvp_rms,bvp_std,bvp_lineintegral,bvp_max,bvp_pct_95,bvp_iqr_5_95,bvp_entropy,bvp_pct_5,bvp_mean,bvp_sum,bvp_skewness,bvp_ptp,bvp_kurtosis,bvp_n_sign_changes,bvp_peaks,bvp_min,bvp_iqr,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.21973684210526315 +/- 0.006815908012245652,0.37412280701754386 +/- 0.006724450923886823,-0.0059210526315789935 +/- 0.00497546109848177,0.00164473684210521 +/- 0.0015699365200960854,0.015131578947368385 +/- 0.004133350180914644,-0.00476973684210531 +/- 0.0019157242554447523,0.0 +/- 0.0,-0.01392543859649128 +/- 0.003807841086444139,0.0010964912280701066 +/- 0.0008840194899450209,0.0010964912280701066 +/- 0.0008840194899450209,0.003234649122806965 +/- 0.002432753040826077,-0.003234649122807076 +/- 0.0032660901334663436,0.009703947368421006 +/- 0.002166090599247642,0.014254385964912264 +/- 0.003845543402796107,-0.001864035087719329 +/- 0.002289540901076881,-0.00043859649122811594 +/- 0.004034730151968002,0.05964912280701751 +/- 0.004663633841696636,0.011677631578947311 +/- 0.0016995614035087718,0.005592105263157865 +/- 0.0021346406067907593,0.0602521929824561 +/- 0.0015785285141324636,-0.008607456140350933 +/- 0.0033622254619434157,-0.008607456140350933 +/- 0.0033622254619434157
