,bvp_rms,bvp_std,bvp_lineintegral,bvp_max,bvp_pct_95,bvp_iqr_5_95,bvp_entropy,bvp_pct_5,bvp_mean,bvp_sum,bvp_skewness,bvp_ptp,bvp_kurtosis,bvp_n_sign_changes,bvp_peaks,bvp_min,bvp_iqr,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.23072289156626505 +/- 0.007872920121785316,0.35439759036144575 +/- 0.009048385283434827,0.13831325301204817 +/- 0.009243406158465868,-0.00566265060240968 +/- 0.0013253012048192818,0.09048192771084335 +/- 0.007450421606621834,0.021265060240963828 +/- 0.005586841954029682,0.0 +/- 0.0,0.00572289156626502 +/- 0.0014817317923191374,0.0010843373493975572 +/- 0.002451444572213948,0.0010843373493975572 +/- 0.002451444572213948,-0.0005421686746988286 +/- 0.00109267211730223,-0.013253012048192802 +/- 0.0037620469869869785,-0.0007831325301205338 +/- 0.0010098225671229173,-0.030421686746987985 +/- 0.003961730854809014,0.0007228915662650159 +/- 0.0026778446711918954,-0.008855421686747033 +/- 0.004849678207850296,0.08861445783132528 +/- 0.00567960803686843,-0.011325301204819305 +/- 0.004457831325301189,-0.003012048192771133 +/- 0.0012920247343088617,0.0864457831325301 +/- 0.003952560169234749,-0.007951807228915697 +/- 0.0021006741896581658,-0.007951807228915697 +/- 0.0021006741896581658
