,bvp_rms,bvp_std,bvp_lineintegral,bvp_max,bvp_pct_95,bvp_iqr_5_95,bvp_entropy,bvp_pct_5,bvp_mean,bvp_sum,bvp_skewness,bvp_ptp,bvp_kurtosis,bvp_n_sign_changes,bvp_peaks,bvp_min,bvp_iqr,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.2803166226912929 +/- 0.008088868076563472,0.42047493403693936 +/- 0.008920547381156918,0.06036939313984174 +/- 0.006659120445107074,-0.003218997361477527 +/- 0.0018649706645986525,0.017836411609498736 +/- 0.005941305728775759,0.0151978891820581 +/- 0.005488126649076541,0.0 +/- 0.0,0.011978891820580507 +/- 0.004332643435378566,0.001952506596306125 +/- 0.0005303364443863118,0.001952506596306125 +/- 0.0005303364443863118,-0.0010554089709762017 +/- 0.002030119689886164,-0.0003166226912928227 +/- 0.003176763470879661,-0.004643799472295473 +/- 0.0023098753169645664,-0.01725593667546167 +/- 0.0022394823402557256,0.03324538258575205 +/- 0.005078041888641444,0.007546174142480255 +/- 0.004527507668348634,0.0072823218997362105 +/- 0.00159712358315795,0.0072295514511873885 +/- 0.002384033139435678,-0.000897097625329768 +/- 0.001416962699957508,0.01947229551451194 +/- 0.0026114708246245378,0.019366754617414318 +/- 0.00499538567790558,0.019366754617414318 +/- 0.00499538567790558
