,bvp_peaks,bvp_pct_95,bvp_n_sign_changes,bvp_skewness,bvp_ptp,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_sum,bvp_std,bvp_lineintegral,bvp_svd_entropy,bvp_kurtosis,bvp_max,bvp_rms,bvp_energy,bvp_min,bvp_iqr,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.09599358974358974 +/- 0.004300462513371509,0.002136752136752129 +/- 0.00154822401134502,0.003044871794871784 +/- 0.0020695908790395777,0.014903846153846212 +/- 0.0018107319718673324,0.00560897435897435 +/- 0.0033037705333474987,-0.00010683760683760646 +/- 0.0015259462454151333,-0.0003739316239316226 +/- 0.0008292828363386735,0.0009081196581196549 +/- 0.0015491452991452936,0.0 +/- 0.0,-0.0012286324786324743 +/- 0.00048076923076922906,0.00042735042735042583 +/- 0.0006229649460304786,-0.0031517094017093905 +/- 0.0016968354887039031,0.004433760683760668 +/- 0.0018969317205731453,0.00908119658119656 +/- 0.002606049341378321,0.0056623931623931536 +/- 0.0027049121583701354,0.001388888888888884 +/- 0.0015146844955937794,-0.0007478632478632452 +/- 0.0014957264957264904,0.0038461538461538325 +/- 0.0019378586695744647,0.019711538461538503 +/- 0.0036734895826825075,0.05074786324786329 +/- 0.003615154768309524,0.05550213675213678 +/- 0.0036265820667721405,0.07232905982905984 +/- 0.00370250501093239
