,bvp_rms,bvp_min,bvp_peaks,bvp_iqr_5_95,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_pct_95,bvp_entropy,bvp_ptp,bvp_energy,bvp_sum,bvp_svd_entropy,bvp_mean,bvp_max,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean
0,-0.0009620523784072188 +/- 0.0010084426651049288,-0.02324959914484228 +/- 0.004250661069103892,0.011491181186531318 +/- 0.004421940949625455,0.0020844468198824686 +/- 0.0013404528277909454,-0.0020309994655264064 +/- 0.0009195430536657041,0.021325494388027832 +/- 0.00254591242411856,-0.05195082843399249 +/- 0.0033616643919863964,0.039070016034206345 +/- 0.004889483629787026,0.003794762159273146 +/- 0.001205827276609153,0.0 +/- 0.0,0.011865312667023009 +/- 0.002446931724694727,0.0 +/- 0.0,0.004917156600748318 +/- 0.0017854936492239528,0.02127204703367187 +/- 0.002327262539505862,0.0017637626937467177 +/- 0.00024492654703127343,-0.06386958845537141 +/- 0.004257376177664914,5.3447354355962154e-05 +/- 0.00016034206306788645,-0.006680919294494892 +/- 0.0013988511307645583,0.005130946018172133 +/- 0.0020026717258359392,-0.05681453768038479 +/- 0.005806114788218995,-0.01154462854088718 +/- 0.0056218893820650755,-0.007268840192410442 +/- 0.004858714346280483
