,bvp_rms,bvp_min,bvp_peaks,bvp_iqr_5_95,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_n_above_mean,bvp_pct_95,bvp_entropy,bvp_ptp,bvp_energy,bvp_sum,bvp_svd_entropy,bvp_mean,bvp_max,bvp_pct_5,bvp_skewness,bvp_lineintegral,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean
0,0.02657634184471073 +/- 0.0015805889409174817,-0.004012506513809322 +/- 0.001805911771877387,0.0434601354872329 +/- 0.005579472147712015,0.003439291297550784 +/- 0.0013224155852474718,0.00203230849400724 +/- 0.0005918612137363507,0.07102657634184464 +/- 0.006275148410126474,0.004273058884835812 +/- 0.000926336051830692,0.05315268368942151 +/- 0.003920425820490672,0.0025013027618550955 +/- 0.0016279832570936148,0.0 +/- 0.0,0.018447107868681544 +/- 0.004993912892427701,-0.004325169359041203 +/- 0.0027775420471571454,0.008389786347055705 +/- 0.0005918612137363301,0.00453361125586238 +/- 0.001437531445975379,0.005158936946326154 +/- 0.0001563314226159407,-0.012558624283481024 +/- 0.003015661552106366,0.01000521104742048 +/- 0.0009552007701836151,0.0030745179781135556 +/- 0.0017968670817682926,-0.0036998436685774295 +/- 0.0012646858884326855,0.05846795205836369 +/- 0.002927477207960011,0.057686294945283954 +/- 0.004156116598559764,0.08561750911933294 +/- 0.003786893652740844
