,scl_svd_entropy,scr_rms,scr_lineintegral,scl_entropy,scr_svd_entropy,scl_pct_95,scl_max,scl_mean,scl_pct_5,scl_min,scl_kurtosis,scl_ptp,scr_perm_entropy,scl_rms,scl_skewness,scl_std,scr_entropy,scl_iqr,scr_pct_95,scr_iqr_5_95,scl_energy,scr_peaks,scl_peaks,scr_energy,scr_pct_5,scl_n_below_mean,scl_n_above_mean,scr_min,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scr_skewness,scl_iqr_5_95,scr_std,scr_ptp,scr_max,scl_sum,scr_kurtosis,scl_lineintegral,scl_perm_entropy,scr_sum,scr_mean,scl_n_sign_changes
0,0.10382797731569 +/- 0.004027008580864409,0.08137996219281667 +/- 0.006652614122785555,0.10746691871455578 +/- 0.004489354286214713,-0.024432892249527417 +/- 0.0021034227867928047,0.004158790170132343 +/- 0.0025953743322771126,0.05510396975425332 +/- 0.005156212361809382,0.051181474480151236 +/- 0.002905946907304949,-0.026654064272211696 +/- 0.004464410464506448,0.1091209829867675 +/- 0.004149381434640989,-0.039461247637051035 +/- 0.0036192480148479907,-0.0004725897920604738 +/- 0.0015956467879143976,0.07140831758034029 +/- 0.006988738633473717,0.002457466918714557 +/- 0.0019462438829843162,0.018667296786389433 +/- 0.0026418572512993893,0.00590737240075615 +/- 0.0019399220937404247,0.008837429111531191 +/- 0.0018551783011711298,-0.001465028355387521 +/- 0.0012223551187502501,0.017249527410207976 +/- 0.0025992438563327163,-0.029442344045368597 +/- 0.00216619407114666,-0.032419659735349694 +/- 0.0025202819708834362,0.012145557655954653 +/- 0.000872693067704144,-0.030812854442344006 +/- 0.004427235700805451,0.0 +/- 0.0,0.0013232514177694 +/- 0.0006616257088846881,0.0016540642722117304 +/- 0.001040771056027654,4.7258979206066255e-05 +/- 0.0012933773330249755,4.7258979206066255e-05 +/- 0.0012933773330249755,0.0002835538752363087 +/- 0.0012716090781733284,-0.024716446124763692 +/- 0.0014342146413510125,-4.7258979206021844e-05 +/- 0.0008572002432522243,0.0014650283553875431 +/- 0.0007457341133298296,0.0014650283553875431 +/- 0.0007457341133298296,0.0005671077504726396 +/- 0.0001890359168241762,-0.03208884688090734 +/- 0.00426091527241441,0.012996219281663512 +/- 0.0021475553435731072,-0.04031190926275992 +/- 0.003636485558262891,-0.04031190926275992 +/- 0.0033885050605374748,0.04645557655954634 +/- 0.002372852591802131,-4.725897920604405e-05 +/- 0.000745734113329848,-0.02301512287334593 +/- 0.004300567107750465,0.0021266540642722264 +/- 0.001771423895462321,-0.037807183364839306 +/- 0.0026983180384915566,-0.037807183364839306 +/- 0.0026983180384915566,-0.010491493383742912 +/- 0.0007260062143542946
