,scr_iqr_5_95,scr_lineintegral,scr_std,scr_rms,scl_mean,scr_svd_entropy,scr_sum,scl_lineintegral,scl_perm_entropy,scr_energy,scl_std,scl_rms,scr_n_below_mean,scr_iqr,scl_sum,scr_min,scl_kurtosis,scr_n_sign_changes,scr_peaks,scl_peaks,scr_perm_entropy,scr_n_above_mean,scr_entropy,scl_skewness,scr_skewness,scl_n_above_mean,scr_pct_5,scr_pct_95,scr_kurtosis,scl_n_below_mean,scl_iqr,scl_ptp,scl_energy,scr_max,scr_mean,scl_iqr_5_95,scr_ptp,scl_n_sign_changes,scl_min,scl_max,scl_svd_entropy,scl_entropy,scl_pct_95,scl_pct_5
0,0.0020997375328083547 +/- 0.0012422214767663375,0.005249343832020937 +/- 0.0018633322151494754,0.0030971128608923482 +/- 0.0014366333000949182,0.001732283464566886 +/- 0.0015403045408001353,-0.011496062992126032 +/- 0.002955058886097124,0.00325459317585296 +/- 0.00109609517153915,0.003359580052493416 +/- 0.0006722440144286634,-0.003937007874015785 +/- 0.0010564100681101209,0.0008923884514435044 +/- 0.0006660670624907763,0.006404199475065553 +/- 0.0011690843806467309,-0.005879265091863562 +/- 0.0014622979818566032,-0.0072440944881890235 +/- 0.002110210104172378,0.009973753280839825 +/- 0.002263922168277982,0.008608923884514386 +/- 0.0016797900262467184,-0.004566929133858311 +/- 0.0020872331078289966,0.0005249343832020136 +/- 0.0002347577929133451,-0.0009448818897638378 +/- 0.0017219128049193481,0.0 +/- 0.0,0.0006299212598424253 +/- 0.0003149606299212682,0.0 +/- 0.0,0.001732283464566864 +/- 0.0008480574499424641,0.007139107611548501 +/- 0.0016961148998848943,-0.00020997375328086766 +/- 0.0006299212598425104,-0.001889763779527609 +/- 0.00097360824099695,0.005249343832020958 +/- 0.0023001472231187975,-0.00031496062992130146 +/- 0.001201629726221469,0.002519685039370023 +/- 0.0013028528762195238,-0.0006299212598425696 +/- 0.001070660265321312,0.002047244094488143 +/- 0.0011368193085410975,0.0007349081364828702 +/- 0.0009152543713471104,-0.006299212598425252 +/- 0.0010232854955180284,-0.0004199475065617464 +/- 0.0016566649698750077,-0.002152230971128666 +/- 0.0019422572178477604,0.0040944881889763305 +/- 0.0012377770207403116,0.000997375328083938 +/- 0.001136819308541078,-0.001574803149606363 +/- 0.0015031833137298097,0.00661417322834641 +/- 0.00126856125707033,0.0008398950131232929 +/- 0.0010551050520861763,-0.0024671916010499005 +/- 0.0015580915569192403,0.0026771653543306573 +/- 0.0016674414881121802,0.0013123359580052064 +/- 0.002254774970594695,-0.011286089238845188 +/- 0.0013937971703256405,-0.006036745406824184 +/- 0.002167540453759858,-0.005984251968503995 +/- 0.0020492620783142245
