,scl_min,scl_lineintegral,scl_pct_95,scr_std,scr_iqr,scl_perm_entropy,scl_mean,scl_iqr_5_95,scl_std,scr_pct_5,scr_perm_entropy,scr_skewness,scr_rms,scr_n_above_mean,scr_mean,scr_lineintegral,scl_n_above_mean,scl_ptp,scr_n_below_mean,scl_skewness,scl_iqr,scr_svd_entropy,scr_entropy,scr_n_sign_changes,scl_rms,scl_peaks,scr_energy,scr_peaks,scr_pct_95,scr_min,scr_kurtosis,scl_kurtosis,scl_n_below_mean,scl_n_sign_changes,scr_sum,scl_sum,scl_energy,scr_ptp,scr_iqr_5_95,scl_max,scl_svd_entropy,scr_max,scl_pct_5,scl_entropy
0,0.04516281264747525 +/- 0.00449713454674901,-0.010476639924492626 +/- 0.0009625331785922847,0.07418593676262392 +/- 0.0035928015687917373,0.0 +/- 0.0,0.007881075979235508 +/- 0.0019117158188323646,-0.0031618688060405242 +/- 0.0015516075717577687,0.0015101462954223877 +/- 0.0012627737763341025,-0.01557338367154314 +/- 0.002514943387347674,-0.0013685700802264721 +/- 0.00088162065560494,-0.01340254837187349 +/- 0.003378108573510747,0.004388862671071292 +/- 0.002378873650047855,-0.012175554506842812 +/- 0.0028767816241865338,0.0 +/- 0.0,-0.006937234544596482 +/- 0.0017663961559427213,0.039405379896177484 +/- 0.006175673585796317,0.036857008022652224 +/- 0.003047087957972249,-0.001179801793298696 +/- 0.0011217427394058011,-0.0008494572911750487 +/- 0.0020656978412684334,-0.018593676262387872 +/- 0.003999928287006538,0.0009438414346390145 +/- 0.0021419170774724257,0.0358659745162813 +/- 0.002727358806380346,0.010240679565832966 +/- 0.0028319175438749613,0.0 +/- 0.0,0.0 +/- 0.0,0.05969797074091558 +/- 0.002216018288225377,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0006134969325153449 +/- 0.0010563015236243355,-0.00023596035865974807 +/- 0.0003165740411750567,0.001840490797546035 +/- 0.000774007525571351,0.0022180273714016317 +/- 0.0019117158188324062,-0.001651722510618181 +/- 0.0021856604392466858,0.0004247286455875465 +/- 0.0006487837227403346,0.016092496460594664 +/- 0.003521742936631554,-0.025719679093912196 +/- 0.0018062915723458842,0.014959886739027883 +/- 0.004032368537524095,-0.0020292590844737226 +/- 0.0006690630900782445,0.0 +/- 0.0,0.043369513921661204 +/- 0.002344928409401556,0.005049551675318597 +/- 0.0019117158188323889,0.007409155261916045 +/- 0.0026024191937635073,-0.015950920245398747 +/- 0.00285346228557451,0.0009438414346389923 +/- 0.0012123862745318818
