,scr_iqr_5_95,scr_lineintegral,scr_std,scr_rms,scl_mean,scr_svd_entropy,scr_sum,scl_lineintegral,scl_perm_entropy,scr_energy,scl_std,scl_rms,scr_n_below_mean,scr_iqr,scl_sum,scr_min,scl_kurtosis,scr_n_sign_changes,scr_peaks,scl_peaks,scr_perm_entropy,scr_n_above_mean,scr_entropy,scl_skewness,scr_skewness,scl_n_above_mean,scr_pct_5,scr_pct_95,scr_kurtosis,scl_n_below_mean,scl_iqr,scl_ptp,scl_energy,scr_max,scr_mean,scl_iqr_5_95,scr_ptp,scl_n_sign_changes,scl_min,scl_max,scl_svd_entropy,scl_entropy,scl_pct_95,scl_pct_5
0,0.006789250353606791 +/- 0.0014638542853616235,0.013342762847713362 +/- 0.0011749114374707452,0.012776991984912788 +/- 0.0018911995398521336,0.02253653936822254 +/- 0.001823581292391681,-0.03125884016973125 +/- 0.0019785134614198033,0.0038661008958038702 +/- 0.0017361577217842223,0.022583686940122583 +/- 0.0015841864796239222,-0.023903818953323906 +/- 0.002000857630732973,0.003300330033003307 +/- 0.0017514545611510223,0.020933521923620923 +/- 0.0011777459685805495,0.005752003771805747 +/- 0.001630515461177805,-0.04016973125884018 +/- 0.0015321147392052638,-0.0099009900990099 +/- 0.0021708372339879862,0.0016030174446016177 +/- 0.0009476544668666418,-0.036727958510136736 +/- 0.0023710119680679246,0.00023573785950022907 +/- 0.0010383175646178893,0.002545968882602556 +/- 0.0012330690080737316,9.429514380010495e-05 +/- 0.0003528201213365737,0.0 +/- 0.0,0.0 +/- 0.0,0.0075907590759075935 +/- 0.0032559145064817606,-0.017067421027817074 +/- 0.0024571078209892345,-0.00014144271570014632 +/- 0.0005598463973144141,0.004526166902404527 +/- 0.0010996608948317243,-0.0016973125884017116 +/- 0.0010155897797519148,0.004431871758604422 +/- 0.0010584603640095996,0.0031588873173031716 +/- 0.001606480437284359,0.014992927864215 +/- 0.0018477999002607614,-0.0014615747289014602 +/- 0.0014057568614687127,0.0032531824611032657 +/- 0.0009535006325392033,0.0074964639321075 +/- 0.0020382806526371717,0.001838755304101858 +/- 0.0013737673063963743,-0.024611032531824627 +/- 0.0017103589954943123,0.008958038661008949 +/- 0.001591885244331378,0.025035360678925034 +/- 0.0018556028905378937,-0.00655351249410655 +/- 0.002498821310702493,0.00947666195190946 +/- 0.0015700920137055058,0.0014615747289014602 +/- 0.0004447893037273242,-0.04813767090994812 +/- 0.0030732840146595695,-0.008392267798208387 +/- 0.0019644192980668965,-0.006930693069306926 +/- 0.002000857630732938,-0.029467232437529457 +/- 0.0015241140853601697,-0.019377652050919382 +/- 0.003255914506481754,-0.04573314474304574 +/- 0.003204647895891825
