,scl_min,scl_lineintegral,scl_pct_95,scr_std,scr_iqr,scl_perm_entropy,scl_mean,scl_iqr_5_95,scl_std,scr_pct_5,scr_perm_entropy,scr_skewness,scr_rms,scr_n_above_mean,scr_mean,scr_lineintegral,scl_n_above_mean,scl_ptp,scr_n_below_mean,scl_skewness,scl_iqr,scr_svd_entropy,scr_entropy,scr_n_sign_changes,scl_rms,scl_peaks,scr_energy,scr_peaks,scr_pct_95,scr_min,scr_kurtosis,scl_kurtosis,scl_n_below_mean,scl_n_sign_changes,scr_sum,scl_sum,scl_energy,scr_ptp,scr_iqr_5_95,scl_max,scl_svd_entropy,scr_max,scl_pct_5,scl_entropy
0,0.0207874015748032 +/- 0.004272333847637979,-0.009396325459317534 +/- 0.00307389311747136,0.1013123359580053 +/- 0.00461822938539062,0.005511811023622104 +/- 0.001596525598503479,-0.0037795275590550626 +/- 0.0020030219452324347,-0.004776902887139045 +/- 0.001529533048223987,0.022204724409448862 +/- 0.003942603198031584,0.0037795275590551737 +/- 0.0010706602653213033,0.004881889763779568 +/- 0.0008149173068902787,0.012545931758530226 +/- 0.003179646765544949,-0.0012073490813647835 +/- 0.0011512709815990094,-0.0006299212598424586 +/- 0.00045762718567352777,0.00010498687664046713 +/- 0.000771492832372631,0.0031496062992126374 +/- 0.0027276390670376055,-0.0005774278215222361 +/- 0.0004952221066696135,0.07921259842519689 +/- 0.0041562738513002875,-0.0007874015748031038 +/- 0.0011560480601335936,0.0016797900262467635 +/- 0.0013444880288572877,0.0016272965879265521 +/- 0.0007216654637725923,-0.0016272965879264635 +/- 0.001748118194787042,0.036220472440944916 +/- 0.002539293778991672,0.038372703412073536 +/- 0.0031006696956687543,-0.0012598425196849617 +/- 0.0003482020777276102,0.0 +/- 0.0,0.015853018372703476 +/- 0.00453271037163735,0.0 +/- 0.0,0.0008398950131233817 +/- 0.0006722440144286632,0.0 +/- 0.0,0.006404199475065664 +/- 0.0020303495649148314,0.002624671916010568 +/- 0.0005249343832021136,0.021469816272965948 +/- 0.002936349873164729,0.008083989501312384 +/- 0.0012243468545606777,0.0008923884514436042 +/- 0.001174962167223083,0.0 +/- 0.0,0.11354330708661423 +/- 0.008768289988439834,-0.005826771653543261 +/- 0.003281994547473097,-0.0033595800524933938 +/- 0.001980888426678542,0.027349081364829452 +/- 0.0019982011874723773,0.00036745406824147955 +/- 0.0002405551545908641,0.020629921259842577 +/- 0.002451505391881493,0.041312335958005285 +/- 0.003088202851460921,-0.012125984251968458 +/- 0.0019704277563384327,0.0005774278215223583 +/- 0.001634055896721614,0.060262467191601096 +/- 0.003440623539774057
