,scl_svd_entropy,scr_rms,scr_lineintegral,scl_entropy,scr_svd_entropy,scl_pct_95,scl_max,scl_mean,scl_pct_5,scl_min,scl_kurtosis,scl_ptp,scr_perm_entropy,scl_rms,scl_skewness,scl_std,scr_entropy,scl_iqr,scr_pct_95,scr_iqr_5_95,scl_energy,scr_peaks,scl_peaks,scr_energy,scr_pct_5,scl_n_below_mean,scl_n_above_mean,scr_min,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scr_skewness,scl_iqr_5_95,scr_std,scr_ptp,scr_max,scl_sum,scr_kurtosis,scl_lineintegral,scl_perm_entropy,scr_sum,scr_mean,scl_n_sign_changes
0,0.07453498671390617 +/- 0.007201367932816225,0.05628875110717454 +/- 0.004341253626425498,0.048671390611160346 +/- 0.004969030691329152,0.03963684676705055 +/- 0.002189855680261489,0.014703277236492517 +/- 0.003021917114124346,0.008414526129318024 +/- 0.0011377531070562708,0.006687333923826455 +/- 0.0016974107968766067,0.0033215234720992528 +/- 0.0011759006242118637,0.0026572187776794155 +/- 0.0017491955410214035,0.002612931798051432 +/- 0.0011282319931671424,0.0023914968999114604 +/- 0.00095397073642773,0.0022586359610275108 +/- 0.0010186005314437527,0.0020814880425155556 +/- 0.0012534075906186649,0.0009300265721878143 +/- 0.0011957484499557258,0.0006643046944198927 +/- 0.0006340930497465259,0.000575730735163904 +/- 0.000398582816651907,0.0004871567759079265 +/- 0.0003678752817944389,0.00026572187776796596 +/- 0.00021696100467523933,0.00026572187776796596 +/- 0.00021696100467523933,0.00026572187776796596 +/- 0.00021696100467523933,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.4286979627949916e-05 +/- 0.000670183611621848,-4.4286979627949916e-05 +/- 0.000670183611621848,-8.857395925596646e-05 +/- 0.0001771479185119329,-0.00013286093888396078 +/- 0.0002835750326586637,-0.00026572187776791045 +/- 0.000405896872892454,-0.0004871567759078488 +/- 0.0005030033964393272,-0.0004871567759078488 +/- 0.0005030033964393272,-0.0005314437555358209 +/- 0.00033141340892593957,-0.0005757307351638152 +/- 0.0009508817782809391,-0.0007085916740477982 +/- 0.0005314437555358671,-0.0007971656333037646 +/- 0.0006508830140256243,-0.0007971656333037646 +/- 0.0006508830140256243,-0.0007971656333037646 +/- 0.0005164704955575966,-0.0009743135518157309 +/- 0.000620017714791854,-0.0011071744906996695 +/- 0.0008689732892094016,-0.0011514614703276639 +/- 0.0007463374466940833,-0.0014171833480956185 +/- 0.0009032806932848003,-0.0014171833480956185 +/- 0.0009032806932848003,-0.001771479185119529 +/- 0.0038912103873319508
