,scr_lineintegral,scl_perm_entropy,scl_svd_entropy,scl_pct_5,scr_std,scr_iqr_5_95,scr_perm_entropy,scr_energy,scr_pct_95,scr_n_above_mean,scr_min,scl_peaks,scr_n_below_mean,scr_n_sign_changes,scl_skewness,scr_pct_5,scl_kurtosis,scl_n_above_mean,scl_n_sign_changes,scr_peaks,scl_n_below_mean,scr_entropy,scr_iqr,scr_ptp,scr_skewness,scl_ptp,scr_kurtosis,scl_lineintegral,scl_min,scr_svd_entropy,scl_entropy,scl_iqr,scr_rms,scl_std,scr_sum,scr_mean,scl_mean,scl_iqr_5_95,scl_energy,scl_rms,scl_pct_95,scr_max,scl_max,scl_sum
0,0.029195402298850565 +/- 0.0030007508207585856,0.005451559934318539 +/- 0.0007074108121030548,-0.0003940886699507484 +/- 0.00308353224152526,-0.031625615763546805 +/- 0.0026068584068921047,0.01254515599343185 +/- 0.0011913535072063637,0.011395730706075535 +/- 0.0020979541876761207,0.005254515599343185 +/- 0.0014010331039541288,0.003908045977011482 +/- 0.0007112120797276793,0.007027914614121511 +/- 0.001491995624512388,-0.002725779967159281 +/- 0.0008570107291100077,0.0003940886699507429 +/- 0.0004101804925056461,-0.0015763546798029493 +/- 0.00013136288998358837,-0.0020361247947454754 +/- 0.0009939406207173495,9.852216748768572e-05 +/- 0.0003300451763915032,0.005878489326765185 +/- 0.0012239504205966596,0.002200328407224961 +/- 0.001393700832441566,0.0018390804597701149 +/- 0.0011675789053944912,0.0003940886699507318 +/- 0.0011913535072063713,0.0022660098522167436 +/- 0.0004969703103586651,-0.00036124794745486243 +/- 9.852216748767461e-05,-6.568144499179418e-05 +/- 0.0005045087519125532,-0.0005911330049261032 +/- 0.0005254515599343236,0.007224958949096877 +/- 0.0011657300065220848,-0.0028899835796387606 +/- 0.001227030653022614,-0.002200328407224966 +/- 0.0012204206355377366,0.008440065681444998 +/- 0.0016554460638592524,-0.001116584564860429 +/- 0.001484749366890945,0.028078817733990142 +/- 0.002826020022090749,-0.018062397372742206 +/- 0.0016021426492808513,0.011330049261083747 +/- 0.0014333762129914707,-0.02042692939244663 +/- 0.003536444171027078,0.0022003284072249552 +/- 0.0016748768472906524,0.004729064039408865 +/- 0.0015626111334476572,0.004926108374384225 +/- 0.002359052216232247,0.006272577996715922 +/- 0.002347365159738383,-0.00019704433497536034 +/- 0.001881976851480375,-0.05087027914614121 +/- 0.002048008121861262,0.00945812807881773 +/- 0.001969348354754014,-0.030410509031198695 +/- 0.0021892720279144853,-0.018949096880131366 +/- 0.0020406221849466034,-0.0022660098522167605 +/- 0.0016580499916406318,0.006699507389162562 +/- 0.0016822658095061716,-0.00545155993431855 +/- 0.0022950942804146066,-0.04683087027914614 +/- 0.0017327955281803689
