,scr_std,scr_lineintegral,scr_sum,scr_mean,scr_svd_entropy,scl_svd_entropy,scl_mean,scl_std,scl_ptp,scl_max,scl_iqr,scl_pct_5,scr_pct_5,scl_min,scl_peaks,scr_entropy,scr_perm_entropy,scl_kurtosis,scl_pct_95,scr_min,scl_n_sign_changes,scl_skewness,scr_skewness,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scl_n_below_mean,scl_n_above_mean,scl_perm_entropy,scr_kurtosis,scl_rms,scr_pct_95,scl_energy,scl_sum,scr_iqr_5_95,scl_entropy,scr_peaks,scr_iqr,scr_energy,scr_rms,scr_ptp,scr_max,scl_lineintegral,scl_iqr_5_95
0,0.1407705192629816 +/- 0.0057203109248888315,0.13102177554438862 +/- 0.007573634742401461,0.0807705192629816 +/- 0.005624649950404047,0.0807705192629816 +/- 0.005624649950404047,0.11664991624790622 +/- 0.004357169980003767,0.028643216080402045 +/- 0.0034238118182870017,0.09634840871021776 +/- 0.0065291404837948845,0.06144053601340037 +/- 0.002898161307052879,0.042814070351758826 +/- 0.004077755190540159,0.12763819095477388 +/- 0.0065818702527264804,0.002177554438861007 +/- 0.0008102771606330185,0.07262981574539366 +/- 0.0025592535014786182,0.000368509212730328 +/- 0.0003160462690806316,0.08278056951423787 +/- 0.0059391042149383125,0.0 +/- 0.0,0.004455611390284775 +/- 0.0020380517486439055,0.01169179229480739 +/- 0.0037137608757662507,0.008174204355108895 +/- 0.002278056951423784,0.06770519262981577 +/- 0.00382100513541754,-0.00023450586264657237 +/- 0.00030150753768845015,-6.700167504187781e-05 +/- 0.0004923597472931142,0.0013065326633166174 +/- 0.0007558133449031006,-0.0027805695142378295 +/- 0.0015501152832508355,-0.00016750418760468343 +/- 0.0014467553019557094,0.0005360134003350225 +/- 0.0010615061653437372,0.0005360134003350225 +/- 0.0010615061653437372,0.00026800670016752237 +/- 0.0008710217755443869,0.00026800670016752237 +/- 0.0008710217755443869,-0.0077386934673366655 +/- 0.001973139607722233,-0.0006030150753768892 +/- 0.0005146496313479708,0.06713567839195984 +/- 0.003725076214115281,0.0 +/- 0.0006700167504187782,-0.0011055276381909285 +/- 0.0007347307269500939,0.005896147403685126 +/- 0.0014770792418793263,0.00016750418760470566 +/- 0.0007820849266283914,0.0036515912897822633 +/- 0.0021837304506173772,0.009246231155778916 +/- 0.0017802787612176186,-0.0004020100502512447 +/- 0.0013714900831128195,6.700167504188891e-05 +/- 0.0008178596727459747,0.060971524288107246 +/- 0.004311077505432596,0.0007370184254606671 +/- 0.0017523211833329313,0.00204355108877724 +/- 0.002105228454722287,0.0063986599664991985 +/- 0.0026184285466893404,-0.004254606365159108 +/- 0.0018835099225287366
