,scr_std,scr_lineintegral,scr_sum,scr_mean,scr_svd_entropy,scl_svd_entropy,scl_mean,scl_std,scl_ptp,scl_max,scl_iqr,scl_pct_5,scr_pct_5,scl_min,scl_peaks,scr_entropy,scr_perm_entropy,scl_kurtosis,scl_pct_95,scr_min,scl_n_sign_changes,scl_skewness,scr_skewness,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scl_n_below_mean,scl_n_above_mean,scl_perm_entropy,scr_kurtosis,scl_rms,scr_pct_95,scl_energy,scl_sum,scr_iqr_5_95,scl_entropy,scr_peaks,scr_iqr,scr_energy,scr_rms,scr_ptp,scr_max,scl_lineintegral,scl_iqr_5_95
0,-0.004545454545454597 +/- 0.002007999485944529,0.0028452463566966844 +/- 0.0025488365957261794,0.0010756419153365115 +/- 0.0017925872800956858,0.0010756419153365115 +/- 0.0017925872800956858,0.010131852879944414 +/- 0.006507725859542088,0.002428868841082554 +/- 0.0044163504723656564,-0.01915336571825127 +/- 0.003312898893068698,-0.007182512144344256 +/- 0.0021560355840258005,-0.006210964607911229 +/- 0.0021526824939966777,-0.022068008327550383 +/- 0.0037312991141624187,-0.0005551700208188848 +/- 0.0002301613317387546,0.019153365718251193 +/- 0.001368708044643743,-3.46981263011803e-05 +/- 0.0001040943789035409,-0.013219986120749538 +/- 0.0016234125697834013,0.0 +/- 0.0,-0.0010756419153366004 +/- 0.0010228593319211406,0.001006245662734151 +/- 0.0017171190883634355,-0.004371963913948706 +/- 0.003583159096023767,0.044934073560027696 +/- 0.0020483653217412247,0.0 +/- 0.0,-0.002047189451769638 +/- 0.0011450381679389498,0.0022900763358777885 +/- 0.000907473756462334,-0.0017002081887578346 +/- 0.0008974682273683395,0.0011450381679388832 +/- 0.001769604441360151,0.00027758501040940907 +/- 0.0006904839952162213,0.00027758501040940907 +/- 0.0006904839952162213,0.0022553782095766197 +/- 0.0011741099455717312,0.0022553782095766197 +/- 0.0011741099455717312,0.01370575988896593 +/- 0.0028199566652711747,-0.0004163775156141747 +/- 0.0005330427305946148,0.03723108952116579 +/- 0.0022436034920648813,-6.93962526023606e-05 +/- 0.0001387925052047212,0.0029493407356002144 +/- 0.00038793684550656246,0.009299097848716098 +/- 0.0007570237414736913,-3.46981263011803e-05 +/- 0.00018685512863062429,0.00926439972241495 +/- 0.003044945930525846,0.0 +/- 0.0,-0.0001387925052047323 +/- 0.0003863819821533496,0.0 +/- 0.0,-0.003018736988202686 +/- 0.0018363801002636302,-0.0002081887578071373 +/- 0.0013982957445946912,-0.0004163775156141969 +/- 0.001268262795454327,0.009784871616932622 +/- 0.0016111293221712823,0.019396252602359432 +/- 0.0021358380841793893
