,scr_lineintegral,scl_ptp,scr_mean,scl_std,scl_pct_5,scl_max,scl_svd_entropy,scl_iqr,scl_rms,scl_sum,scl_min,scr_rms,scl_lineintegral,scr_perm_entropy,scr_pct_95,scr_pct_5,scr_std,scr_max,scr_kurtosis,scr_iqr_5_95,scl_kurtosis,scl_n_above_mean,scl_iqr_5_95,scl_perm_entropy,scr_min,scr_svd_entropy,scl_skewness,scr_n_below_mean,scl_n_below_mean,scl_peaks,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_ptp,scl_entropy,scl_energy,scr_n_above_mean,scl_pct_95,scr_entropy,scr_skewness,scr_iqr,scr_energy,scl_mean,scr_sum
0,0.04482412060301501 +/- 0.0058426075327548885,0.05252931323283078 +/- 0.003102401849994026,0.0030150753768843686 +/- 0.001297481858025941,0.009279731993299789 +/- 0.004072935879677684,-0.04140703517587946 +/- 0.0037729737287239143,0.040569514237855916 +/- 0.00450321542731246,0.05179229480737013 +/- 0.007243001934354489,0.0016080402010049677 +/- 0.001224500293634662,0.02542713567839191 +/- 0.0032148587852953805,-0.0660301507537689 +/- 0.0023804460868998853,0.04613065326633162 +/- 0.0037306458056491658,-0.00046901172529318914 +/- 0.001061506165343686,-0.013132328308207741 +/- 0.0011966881808704683,-0.0012730318257956786 +/- 0.000730901984230218,0.005192629815745331 +/- 0.000950503246841613,0.010284757118927923 +/- 0.0016551583687819862,0.006499162479061937 +/- 0.0023745454132890155,-0.003115577889447296 +/- 0.0025559624201289804,-0.009648241206030205 +/- 0.0013550250195079922,0.00016750418760466123 +/- 0.001811834811790953,0.007537688442210988 +/- 0.0016966776900637307,0.00026800670016744463 +/- 0.0004184253265258207,0.007403685092127266 +/- 0.0009410098428936871,-0.0017420435510888343 +/- 0.0019057236386369025,-0.00043551088777222803 +/- 0.000670853748559477,0.013098827470686714 +/- 0.002193985169853653,-0.00834170854271361 +/- 0.002089174114260494,0.0007705192629814839 +/- 0.0003015075376884502,0.0008040201005024339 +/- 0.0004020100502512447,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.007102177554438793 +/- 0.001858013349931269,0.026398659966499094 +/- 0.0030180517600148045,0.034606365159128925 +/- 0.0029091769300320846,0.002847571189279696 +/- 0.0006222504395647303,0.02257956448911218 +/- 0.005425067331322538,-0.0005695142378559614 +/- 0.0001535201237841193,-0.008743718592964878 +/- 0.0019901302164528237,0.004020100502512525 +/- 0.000993795442156858,0.0 +/- 0.0,0.007839195979899438 +/- 0.0013333164986353261,-0.005293132328308236 +/- 0.0009686319795511787
