,scr_lineintegral,scl_perm_entropy,scl_svd_entropy,scl_pct_5,scr_std,scr_iqr_5_95,scr_perm_entropy,scr_energy,scr_pct_95,scr_n_above_mean,scr_min,scl_peaks,scr_n_below_mean,scr_n_sign_changes,scl_skewness,scr_pct_5,scl_kurtosis,scl_n_above_mean,scl_n_sign_changes,scr_peaks,scl_n_below_mean,scr_entropy,scr_iqr,scr_ptp,scr_skewness,scl_ptp,scr_kurtosis,scl_lineintegral,scl_min,scr_svd_entropy,scl_entropy,scl_iqr,scr_rms,scl_std,scr_sum,scr_mean,scl_mean,scl_iqr_5_95,scl_energy,scl_rms,scl_pct_95,scr_max,scl_max,scl_sum
0,0.0032736044107511907 +/- 0.0015352632260472367,-0.003445899379738132 +/- 0.0007857859580283381,0.0015506547208821331 +/- 0.0012824117206015396,-0.006857339765678866 +/- 0.0008642271677453019,-0.017470709855272243 +/- 0.0015259538129210536,-0.002653342522398372 +/- 0.0011433949016565839,0.0005858028945554594 +/- 0.0007398659735900604,-0.0035148173673328954 +/- 0.0011407956827875095,-0.013473466574776032 +/- 0.001356214242188459,0.0016540317022742611 +/- 0.000702828327166486,0.0005513439007580722 +/- 0.0004674245336405956,0.0 +/- 0.0,0.0021364576154376037 +/- 0.000668184680553604,0.0 +/- 0.0,-0.0024465885596140825 +/- 0.0007301729876091271,-0.0012405237767057376 +/- 0.00046742453364061767,-0.004445210199862176 +/- 0.0006968900212321384,-0.0025155065472088345 +/- 0.001223658229122303,0.0024810475534114197 +/- 0.0005928549460401618,0.0 +/- 0.0,-0.002067539627842896 +/- 0.0004623159154031332,-0.0007236388697450136 +/- 0.0006250295364306446,-0.008614748449345294 +/- 0.001056492744090689,0.00013783597518950418 +/- 0.0013363693611071858,0.00013783597518950974 +/- 0.0007260960546418074,0.0024121295658166564 +/- 0.0008440695185331537,-0.0011371467953135983 +/- 0.0008014957511793925,0.00647829083390763 +/- 0.0007827578698553209,-0.0037904893177119316 +/- 0.0011837053092569022,-0.0012405237767057376 +/- 0.0016396109239655882,-0.002308752584424556 +/- 0.0011118032946176182,-0.0037560303239145667 +/- 0.0014897288987744484,-0.009441764300482453 +/- 0.0013714506369491748,-0.004548587181254321 +/- 0.0014022736009218256,-0.004996554100620276 +/- 0.001647197574461359,-0.004169538249483129 +/- 0.0013207283181762117,-0.003549276361130277 +/- 0.0014460465374470865,-3.44589937974038e-05 +/- 0.0013907950427712267,-0.002618883528600985 +/- 0.0016611951472355444,-0.003411440385940745 +/- 0.000877859352367802,-0.0009303928325293087 +/- 0.0014623773379684954,-0.00013783597518954305 +/- 0.0011655089266221748,0.0016540317022742611 +/- 0.0009348490672812353,-0.005444521019986237 +/- 0.0016654784250302688
