,scr_lineintegral,scl_ptp,scr_mean,scl_std,scl_pct_5,scl_max,scl_svd_entropy,scl_iqr,scl_rms,scl_sum,scl_min,scr_rms,scl_lineintegral,scr_perm_entropy,scr_pct_95,scr_pct_5,scr_std,scr_max,scr_kurtosis,scr_iqr_5_95,scl_kurtosis,scl_n_above_mean,scl_iqr_5_95,scl_perm_entropy,scr_min,scr_svd_entropy,scl_skewness,scr_n_below_mean,scl_n_below_mean,scl_peaks,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_ptp,scl_entropy,scl_energy,scr_n_above_mean,scl_pct_95,scr_entropy,scr_skewness,scr_iqr,scr_energy,scl_mean,scr_sum
0,0.12793914246196408 +/- 0.00544976163342894,0.06742738589211619 +/- 0.003993738511198067,0.003388658367911468 +/- 0.000754406093681582,0.0012793914246196358 +/- 0.0019317396574638137,0.022372060857538068 +/- 0.0020749769278945287,0.02908022130013832 +/- 0.005344421428091997,0.0485477178423237 +/- 0.0035774597942953017,-0.011583679114799406 +/- 0.004553956349070916,-0.0387275242047026 +/- 0.004430862649969928,0.00988934993084376 +/- 0.003150978077425894,0.07458506224066394 +/- 0.0053008422812319215,6.915629322268302e-05 +/- 0.00043188091275230813,0.05335408022130017 +/- 0.002954560487902338,-0.0014522821576763434 +/- 0.0014407100038727238,-0.0011756569847856113 +/- 0.0025931304646269163,-0.004183955739972323 +/- 0.0032710634277405884,0.004183955739972323 +/- 0.000880894827306843,0.022060857538035994 +/- 0.0026279391424619547,0.004149377593360981 +/- 0.002966474493710531,-0.002247579529737198 +/- 0.0009181132812829673,0.0036307053941908585 +/- 0.001593973799670272,-0.0022821576763485396 +/- 0.0008211854831976401,-0.021369294605809087 +/- 0.003009689508573878,0.009301521438450954 +/- 0.0019950721627595845,0.0013831258644536604 +/- 0.0007731908635891362,0.06538727524204704 +/- 0.004807357330574179,-0.0027316735822959792 +/- 0.0010309855820107552,-0.0004495159059474396 +/- 0.0011473485493109959,0.0006915629322268302 +/- 0.0006740521676907973,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.017219917012448183 +/- 0.0014976768898829625,0.06141078838174274 +/- 0.004132631028583294,-0.011168741355463307 +/- 0.0012375885316855612,-0.0054979253112033 +/- 0.001260561973275112,0.060892116182572634 +/- 0.006053546265540474,0.0 +/- 0.0,-0.005221300138312568 +/- 0.002853273339678586,-0.006154910096818789 +/- 0.0013374190598764626,-0.0011410788381742698 +/- 0.001491677358929662,-0.042738589211618216 +/- 0.0030702590429354127,0.03226141078838174 +/- 0.0016801563780437481
