,accy_pct_95,accx_lineintegral,accx_ptp,accy_iqr_5_95,accx_perm_entropy,accy_perm_entropy,accz_max,accz_mean,accx_rms,accx_mean,accx_iqr_5_95,accx_max,accz_entropy,accx_energy,accz_pct_5,accy_min,accy_svd_entropy,accy_ptp,accy_n_below_mean,accx_pct_95,accy_pct_5,accz_min,accz_peaks,accz_perm_entropy,accx_min,accy_skewness,accy_sum,accz_lineintegral,accx_pct_5,accz_svd_entropy,accy_lineintegral,accz_rms,accz_skewness,accx_n_above_mean,accx_kurtosis,accy_kurtosis,accy_rms,accz_n_above_mean,accz_kurtosis,accy_energy,accx_n_sign_changes,accx_sum,accz_iqr_5_95,accz_energy,accz_iqr,accz_n_sign_changes,accz_std,accy_n_above_mean,accy_iqr,accy_entropy,accx_iqr,accx_entropy,accz_n_below_mean,accx_svd_entropy,accx_n_below_mean,accx_peaks,accy_peaks,accy_max,accz_pct_95,accy_std,accy_mean,accx_std,accy_n_sign_changes,accx_skewness,accz_ptp,accz_sum
0,0.07170953101361578 +/- 0.005019410917598239,0.04980332829046903 +/- 0.0024213311980324057,0.029288956127080247 +/- 0.0022390317700454075,0.14438729198184574 +/- 0.003997614418133437,0.005355521936459962 +/- 0.0014450776322250734,0.11092284417549174 +/- 0.002477396610040383,0.05609682299546147 +/- 0.003306765771210701,0.0003328290468986417 +/- 0.0005967649901154679,-0.0066565809379727225 +/- 0.0022803562700655917,0.0010287443267776198 +/- 0.0009097304918833922,-0.0015128593040846683 +/- 0.0006765712488652538,-0.00015128593040844018 +/- 0.0027071305774206914,-0.008653555219364572 +/- 0.000868544635062479,0.007987897125567366 +/- 0.0029959198292251795,0.012072617246596085 +/- 0.001503450317555803,0.011558245083207287 +/- 0.0021726260902894035,0.008411497730711103 +/- 0.0013585442856667669,0.0 +/- 0.0,0.0 +/- 0.0,-0.00042360060514372576 +/- 0.0005446293494705045,0.009198184568835177 +/- 0.0005929173356207245,0.0 +/- 0.0,0.0043267776096823415 +/- 0.0007779098415844215,0.08090771558245088 +/- 0.004322014241614311,0.03736762481089262 +/- 0.002062155426491849,0.004114977307110479 +/- 0.001555819683168843,0.00922844175491686 +/- 0.0021320047237461666,-0.0008169440242057236 +/- 0.000766050765577709,-0.003116490166414454 +/- 0.0019935329997009493,-0.01031770045385778 +/- 0.0004962547493753975,0.002390317700453881 +/- 0.0015514001504743596,0.0026626323751891335 +/- 0.00037791213303470255,-0.0011800302571860488 +/- 0.000548815647419538,0.00039334341906203105 +/- 0.00042896964837391724,0.0 +/- 0.0,0.004992435703479625 +/- 0.0007442283737518284,0.007110438729198254 +/- 0.000949613000089281,-0.000786686838124051 +/- 0.00030856396451391246,0.005537065052950129 +/- 0.0013602279451128134,0.028320726172466015 +/- 0.001780809557586966,0.003298033282904722 +/- 0.0005488156474195834,0.0 +/- 0.0,0.0 +/- 0.0,0.0001210287443267788 +/- 0.0005772703185579154,0.0 +/- 0.0,0.0074735249621785795 +/- 0.0022522811974519104,0.0 +/- 0.0,0.0007564296520423675 +/- 0.00024394123292885412,-0.001240544629349427 +/- 0.001159683382555894,0.0 +/- 0.0,0.00045385779122542047 +/- 0.0004332169761959605,0.004357034795764036 +/- 0.0006656580937972833,0.00045385779122542047 +/- 0.0003643447678908446,0.015400907715582491 +/- 0.0013494162251726461,0.0001815431164901682 +/- 0.00014822933390518618,0.0003630862329803364 +/- 0.00042360060514372576,0.0026323751891074386 +/- 0.0006772474821664028,0.020332829046898683 +/- 0.002028811451042673,-0.004114977307110368 +/- 0.0005099031632784533,0.0001512859304084735 +/- 0.00027895747223276784,0.02390317700453861 +/- 0.0032587986730012136,0.0008169440242057569 +/- 0.0003839206517533932,0.05434190620272321 +/- 0.0021910882892867216,0.0006354009077155886 +/- 0.0007588463663530756,0.02260211800302573 +/- 0.0013261486838614784,0.015552193645990964 +/- 0.0016965622715735336
