,accx_mean,accz_energy,accz_rms,accy_perm_entropy,accx_sum,accx_energy,accy_energy,accz_perm_entropy,accz_svd_entropy,accx_n_below_mean,accx_n_above_mean,accy_svd_entropy,accx_lineintegral,accx_perm_entropy,accy_pct_95,accy_peaks,accx_svd_entropy,accz_peaks,accx_peaks,accz_entropy,accy_pct_5,accx_min,accz_n_sign_changes,accx_rms,accz_std,accy_max,accx_max,accy_iqr,accx_skewness,accy_skewness,accz_min,accz_iqr_5_95,accx_entropy,accy_std,accy_rms,accz_lineintegral,accy_n_above_mean,accz_pct_5,accx_iqr_5_95,accz_iqr,accz_n_below_mean,accz_n_above_mean,accx_iqr,accy_n_sign_changes,accy_entropy,accz_pct_95,accx_std,accx_n_sign_changes,accz_skewness,accy_kurtosis,accz_max,accy_mean,accy_n_below_mean,accy_sum,accx_kurtosis,accy_iqr_5_95,accz_kurtosis,accz_ptp,accy_ptp,accy_lineintegral,accz_mean,accz_sum,accy_min,accx_pct_5,accx_ptp,accx_pct_95
0,0.3867383512544803 +/- 0.008049900468709495,0.4271804062126643 +/- 0.008546589783729616,0.18419952210274787 +/- 0.007307798004700717,0.18867980884109917 +/- 0.007761291293647327,0.08040621266427714 +/- 0.004543166867821176,0.11577060931899641 +/- 0.005184070155232408,0.09333930704898445 +/- 0.003733572281959388,0.10125448028673834 +/- 0.008775467588269468,0.018040621266427692 +/- 0.006215535592339105,0.03640979689366784 +/- 0.0048391705903167714,0.03530465949820786 +/- 0.006136957154773165,0.023327359617682175 +/- 0.002391165777733029,0.03688769414575861 +/- 0.006082125616286851,-0.023148148148148175 +/- 0.003450434914589807,0.02428315412186378 +/- 0.004922519309876257,0.0661290322580645 +/- 0.003933590832294947,0.017921146953404986 +/- 0.004309778132718704,0.04390681003584225 +/- 0.00260730619388235,0.02398446833930703 +/- 0.0018414650707046889,-0.01717443249701318 +/- 0.0022874339305311788,-0.0013739545997610736 +/- 0.00284677480464606,-0.009528076463560364 +/- 0.0020496461725564748,0.008034647550776564 +/- 0.0018482351857114683,-0.0016129032258064724 +/- 0.00272181260451481,0.02464157706093186 +/- 0.003242495216847097,0.0007467144563918504 +/- 0.0012040408823623856,0.010931899641577026 +/- 0.003458053915987164,0.004480286738351225 +/- 0.0012095852288719555,-0.002329749103942691 +/- 0.0015393188442921252,-0.01364994026284353 +/- 0.0023934033007844227,0.03853046594982076 +/- 0.0026175510513986454,-0.01108124253285545 +/- 0.0014781174470320992,-0.00695937873357233 +/- 0.0012390960879743998,-0.00955794504181604 +/- 0.0023404465978685614,0.01236559139784943 +/- 0.0029149039184601724,0.0068996415770609 +/- 0.004764857440530044,-0.0020609318996415936 +/- 0.0022843116851850383,-0.008213859020310655 +/- 0.0020833199513108553,0.001762246117084798 +/- 0.0013186224644351331,-0.0031063321385902285 +/- 0.0017528555258209538,-0.003136200716845916 +/- 0.0016263982544876925,0.002568697729988023 +/- 0.0014644743933251016,0.0019115890083631793 +/- 0.0010868223057742055,-0.0005675029868578485 +/- 0.0003645924616408063,-0.0016427718040621596 +/- 0.001166405268205901,-0.0027180406212664486 +/- 0.0014290171701201529,-0.0003285543608124497 +/- 0.0006604941573326121,0.001254480286738313 +/- 0.0018402535006869119,-0.0008363201911589235 +/- 0.0009797622142686368,0.00035842293906809266 +/- 0.00032169443292318404,0.00011947431302270495 +/- 0.00014632555213759123,0.00035842293906808155 +/- 0.0004962140897800296,0.0015531660692950644 +/- 0.0023128387912313008,0.00035842293906808155 +/- 0.0004962140897800296,0.004390681003584196 +/- 0.0006550690621105606,0.003464755077658277 +/- 0.0008880566754670502,-0.005615292712066932 +/- 0.0011932487667525927,0.026612903225806415 +/- 0.003319177256591298,0.005376344086021478 +/- 0.0027178765032442893,-0.0008064516129032473 +/- 0.004091123052802928,0.0038530465949820347 +/- 0.0014537746145326317,0.0038530465949820347 +/- 0.0014537746145326317,0.007198327359617662 +/- 0.002716070550492056,0.016158900836320166 +/- 0.0022329634040102364,0.006810035842293882 +/- 0.0017811292133662635,-0.0031063321385901956 +/- 0.0020000799334269057
