,accy_pct_95,accy_ptp,accy_iqr_5_95,accy_mean,accx_max,accx_n_sign_changes,accy_svd_entropy,accz_ptp,accz_max,accy_std,accx_pct_95,accy_perm_entropy,accy_min,accy_iqr,accy_sum,accz_perm_entropy,accy_lineintegral,accy_skewness,accy_energy,accz_min,accx_entropy,accz_peaks,accy_n_sign_changes,accx_iqr_5_95,accx_ptp,accx_std,accx_svd_entropy,accz_energy,accy_peaks,accz_pct_95,accy_rms,accz_pct_5,accx_pct_5,accx_iqr,accy_kurtosis,accx_rms,accz_skewness,accx_skewness,accz_lineintegral,accz_entropy,accz_iqr_5_95,accz_n_sign_changes,accy_max,accy_pct_5,accy_entropy,accz_svd_entropy,accx_kurtosis,accz_iqr,accz_std,accx_min,accz_sum,accz_n_below_mean,accx_energy,accx_n_below_mean,accy_n_above_mean,accz_kurtosis,accy_n_below_mean,accz_n_above_mean,accx_n_above_mean,accx_sum,accx_lineintegral,accx_mean,accx_perm_entropy,accz_mean,accx_peaks,accz_rms
0,0.0326059456040481 +/- 0.0041966763853644095,-0.00047438330170774813 +/- 0.0015314737524102934,0.003731815306767905 +/- 0.002199283826782259,-0.0015812776723592493 +/- 0.0017379673199283854,0.001834282099936757 +/- 0.0017540069100394889,-0.005660974067046154 +/- 0.0012366359769776737,0.00034788108791905525 +/- 0.0011265979209713463,0.00164452877925364 +/- 0.001742565125105109,-0.001960784313725472 +/- 0.0008579797575110967,0.004427577482605971 +/- 0.0015232883717637288,-0.0044908285895002955 +/- 0.001864567106006783,0.010815939278937403 +/- 0.0029389652512305927,0.0039531941808981785 +/- 0.0017848135432665894,-0.0022454142947501256 +/- 0.001936403480688378,0.0035420619860847768 +/- 0.0017310477145356042,0.02027197975964582 +/- 0.0013074020625296944,0.0070841239721695535 +/- 0.0008391207565731604,0.004743833017077814 +/- 0.0015938776936564216,-0.004111321948134072 +/- 0.0010678015822981632,-0.0010120177103099203 +/- 0.0015609060947821794,0.0012966476913346403 +/- 0.0013890064045539454,0.0030676786843769955 +/- 0.0013569536972122085,-0.008602150537634402 +/- 0.001725260176721806,0.002466793168880499 +/- 0.0007457195523435694,-0.0005692599620493067 +/- 0.000869558955399598,-0.001612903225806428 +/- 0.0010720083021301804,-0.0037634408602150284 +/- 0.0013672337964084162,-0.001802656546489556 +/- 0.0012732967829979353,0.0021189120809614547 +/- 0.00140760361064314,0.003447185325743218 +/- 0.00113544105446021,-0.00022137887413026247 +/- 0.002569466742182115,0.006831119544592046 +/- 0.001176538598212429,0.005724225173940567 +/- 0.0017290242799287334,0.0010436432637571436 +/- 0.001030138992719934,0.0013598987982289979 +/- 0.0009386984237606416,-0.002340290955091695 +/- 0.0015114235477986797,-0.001233396584440194 +/- 0.0005736355834034584,0.0033839342188488495 +/- 0.001288911060867463,0.00566097406704621 +/- 0.0009429507600174467,0.0026881720430107724 +/- 0.0008747195879784395,0.0035736875395319667 +/- 0.0011667214892913706,-0.003921568627450955 +/- 0.0012900745132429516,0.009993674889310588 +/- 0.0035051615439588546,-0.0011701454775458365 +/- 0.0014904328485703014,0.001328273244781819 +/- 0.0005254031538847686,-0.0013915243516761434 +/- 0.0011507530296432792,0.00717900063251109 +/- 0.0016557419497417358,-0.0003795066413662007 +/- 0.0005254031538847726,-0.0005692599620493288 +/- 0.0008462421353737782,0.0052182163187855955 +/- 0.00139475503296647,0.00604048070841241 +/- 0.0014864010120177152,-0.00012650221378871507 +/- 0.000737628323193581,0.0035736875395319554 +/- 0.0009803921568627373,0.003510436432637576 +/- 0.0010045781261396915,-0.00022137887413028467 +/- 0.0008724297421969621,0.0012650221378874393 +/- 0.0016372143081017849,0.002118912080961444 +/- 0.001428761163577025,0.0005376344086021834 +/- 0.00047014765171785164,-0.00044275774826056934 +/- 0.0016505994118532555,-0.0011701454775458475 +/- 0.001140714028897616,0.004301075268817211 +/- 0.0012100649253452753,0.0025300442757748677 +/- 0.0011576853395144227,0.018912080961416843 +/- 0.0018429857412186497,0.0010120177103099647 +/- 0.0012067542079910807,0.001106894370651501 +/- 0.0016868608922320854,-0.004648956356736211 +/- 0.0011494485670705923
