,bvp_n_below_mean,bvp_n_above_mean,scr_mean,bvp_max,scl_min,hrv_min,bvp_peaks,bvp_pct_95,bvp_pct_5,hrv_pct_5,bvp_min,bvp_n_sign_changes,bvp_iqr_5_95,scl_sum,bvp_energy,scl_max,hrv_max,bvp_skewness,hrv_energy,scr_svd_entropy,hrv_pct_95,scr_max,hrv_sum,bvp_ptp,scl_iqr,bvp_svd_entropy,scl_svd_entropy,bvp_kurtosis,scl_ptp,hrv_mean,scr_iqr,scl_n_above_mean,hrv_rms,scr_rms,scr_sum,scl_pct_95,scl_n_below_mean,scr_pct_95,scr_iqr_5_95,bvp_rms,bvp_std,scr_energy,hrv_svd_entropy,scl_iqr_5_95,scl_pct_5,scl_n_sign_changes,scr_ptp,scl_skewness,hrv_kurtosis,hrv_n_below_mean,scl_mean,scl_perm_entropy,hrv_entropy,bvp_lineintegral,scr_perm_entropy,hrv_iqr,scr_n_above_mean,scr_entropy,scl_kurtosis,bvp_sum,scr_kurtosis,bvp_mean,scr_pct_5,scl_lineintegral,hrv_peaks,hrv_perm_entropy,scl_peaks,scr_n_sign_changes,scr_peaks,bvp_entropy,hrv_n_sign_changes,scr_n_below_mean,scl_rms,scr_min,scr_skewness,hrv_skewness,hrv_n_above_mean,scr_lineintegral,scr_std,scl_energy,bvp_perm_entropy,scl_std,hrv_std,bvp_iqr,hrv_iqr_5_95,hrv_ptp,scl_entropy,hrv_lineintegral
0,-0.0006811409110259236 +/- 0.0016835862012162836,-0.0031502767134950925 +/- 0.0019985857120996976,0.00706683695189444 +/- 0.001236767905179566,-0.00464027245636438 +/- 0.0017495719530042206,0.0023414218816518173 +/- 0.0008980427036921717,-0.007364836100468253 +/- 0.0016711610409868324,-0.006598552575564043 +/- 0.0018384693811570368,-0.0027671349510429597 +/- 0.0007674651501626036,0.0019582801191996846 +/- 0.0007422560993683733,-0.00025542784163472553 +/- 0.0009745017575359242,-0.0016177096636866505 +/- 0.0008471583117127485,-0.0024691358024691024 +/- 0.0008032338128613472,-0.0020008514261387724 +/- 0.000786129642938239,-0.002000851426138761 +/- 0.0009901833418146442,0.00046828437633037454 +/- 0.0007952976454776305,0.00855683269476376 +/- 0.0011011083147192482,0.001660280970625816 +/- 0.0016754932868586047,-0.0008514261387824517 +/- 0.0010600169942944998,-0.008897403150276696 +/- 0.0014802331758802675,-0.002724563644103839 +/- 0.0007895801188161332,-0.0034482758620689503 +/- 0.0020456387870130175,0.001064282673478112 +/- 0.0009754311824086362,-0.0077054065559812425 +/- 0.0009974776086726363,-0.0017454235845040023 +/- 0.0015519562480679515,0.00025542784163475887 +/- 0.00047405401130951367,-0.0073222647935291315 +/- 0.0010736075106784712,-0.010557684120902489 +/- 0.0013162728679216801,0.011579395487441491 +/- 0.0015443471389712362,-0.0025968497232864763 +/- 0.0008177681018432589,-0.0009791400595998035 +/- 0.000852489757109435,0.005065985525755679 +/- 0.0009219415848321651,0.00012771392081736276 +/- 0.0003324925362241919,-0.0025117071094082457 +/- 0.0009020698212182643,-0.002937420178799455 +/- 0.000553426990208572,-0.004384844614729644 +/- 0.0010945049069546408,0.0044699872286079415 +/- 0.002017089440695119,-8.514261387824185e-05 +/- 0.0003185744901467651,0.0019582801191996846 +/- 0.0008556726795334763,0.003788846317581973 +/- 0.0006717638926376841,0.0036185610898254784 +/- 0.0010811771050830423,-0.00042571306939122034 +/- 0.0006864416984502677,-0.010004257130693871 +/- 0.0014151358142694525,-4.2571306939120926e-05 +/- 0.00040161690643065713,0.0040017028522776 +/- 0.0009170140156891543,0.00668369518944234 +/- 0.0010436484182317052,0.0006385696040868583 +/- 0.0002855770086206983,-0.0031502767134950703 +/- 0.0011133841490525288,0.0005534269902086164 +/- 0.00038314176245213516,-8.514261387824185e-05 +/- 0.00025542784163472553,-0.0006811409110259348 +/- 0.0003901724729634409,0.007492550021285682 +/- 0.0013489126877611608,0.00012771392081737388 +/- 0.0004278363397667447,0.0029374201787995104 +/- 0.0009974776086726445,0.00434227330779059 +/- 0.0009670342010728366,0.0 +/- 0.0003807693448275316,0.0034482758620689837 +/- 0.0007483352844294235,-0.00012771392081736276 +/- 0.00019508623648172043,0.00012771392081736276 +/- 0.00019508623648172046,8.514261387824185e-05 +/- 0.0003185744901467651,0.0 +/- 0.0,-0.0009791400595997811 +/- 0.0002725893672810784,0.00038314176245209943 +/- 0.00022925350392229756,-0.0025542784163473664 +/- 0.0003807693448275316,-8.514261387823074e-05 +/- 0.000653992826553292,0.0005534269902086164 +/- 0.00027258936728112695,0.0 +/- 0.00038076934482753153,0.0 +/- 0.0,0.0 +/- 0.0,-0.0001702852277564837 +/- 0.00028238610390423464,0.0 +/- 0.0,0.0 +/- 0.0,-0.00046828437633034126 +/- 0.000519649025786876,0.009110259684972376 +/- 0.001746980377069663,0.00012771392081736276 +/- 0.00019508623648172046,0.0020008514261388166 +/- 0.0010436484182317007,0.00021285653469560462 +/- 0.00028557700862064865,-0.00012771392081736276 +/- 0.00019508623648172043,-0.004725415070242623 +/- 0.0009791400595998354,-8.514261387820854e-05 +/- 0.0008889149858587065,0.008684546615581112 +/- 0.0018081533062235164,0.001830566198382333 +/- 0.0014505513016092567,-0.006343124733929317 +/- 0.0011805384950073997,-0.00021285653469560462 +/- 0.0004759616810344144,0.0002554278416347699 +/- 0.0010634309064961032,0.0005959982971477596 +/- 0.0009365687526607037,0.001660280970625827 +/- 0.0010154840733824103,-0.014091102596849703 +/- 0.000960452462552452,-0.0003405704555129674 +/- 0.0009670342010728348
