,bvp_rms,hrv_rms,hrv_pct_95,bvp_lineintegral,hrv_pct_5,hrv_n_above_mean,bvp_pct_5,scr_lineintegral,scr_rms,scl_pct_5,scl_ptp,scr_std,scl_std,scl_svd_entropy,scr_svd_entropy,bvp_min,scr_iqr_5_95,hrv_svd_entropy,scl_iqr,scr_pct_95,bvp_ptp,hrv_iqr_5_95,bvp_iqr_5_95,bvp_max,scl_max,scr_perm_entropy,hrv_n_below_mean,hrv_std,hrv_mean,hrv_sum,hrv_peaks,bvp_std,hrv_kurtosis,bvp_peaks,scl_mean,scl_sum,scl_kurtosis,bvp_sum,bvp_mean,scr_n_below_mean,scr_n_above_mean,scr_skewness,scr_n_sign_changes,scr_entropy,scr_min,scl_pct_95,scr_pct_5,bvp_entropy,scl_peaks,hrv_n_sign_changes,scr_kurtosis,scl_n_below_mean,scl_n_above_mean,scl_energy,hrv_perm_entropy,scl_n_sign_changes,scl_perm_entropy,scl_skewness,hrv_skewness,hrv_entropy,bvp_kurtosis,hrv_ptp,bvp_skewness,hrv_iqr,scr_energy,bvp_svd_entropy,scl_rms,bvp_n_above_mean,bvp_n_below_mean,hrv_min,bvp_energy,bvp_n_sign_changes,bvp_pct_95,scr_peaks,scr_iqr,scl_entropy,scr_sum,scr_mean,hrv_energy,scr_ptp,scl_iqr_5_95,scr_max,scl_min,scl_lineintegral,bvp_perm_entropy,hrv_lineintegral,bvp_iqr,hrv_max
0,0.3437177280550775 +/- 0.008601117458405813,0.24883820998278824 +/- 0.010790053452589371,0.12392426850258173 +/- 0.007788177175042178,0.1132960413080895 +/- 0.010960305101786931,0.12056798623063684 +/- 0.00732711354775673,0.145223752151463 +/- 0.0089128752811595,0.05309810671256453 +/- 0.008554493912544248,0.025 +/- 0.0023759789487570676,0.005292598967297757 +/- 0.001710920426167919,0.00946643717728055 +/- 0.0030304331947778027,0.007185886402753872 +/- 0.0023255712765699933,0.0064974182444061945 +/- 0.0020586701745104467,0.004905335628227192 +/- 0.0021445672623712875,0.055981067125645455 +/- 0.004498358762720901,0.017082616179001718 +/- 0.0026528507128740636,0.0012048192771084265 +/- 0.006838268683414427,0.002495697074010317 +/- 0.0006323983845395372,0.01863166953528398 +/- 0.005227833728837338,0.0015060240963855275 +/- 0.0006160852436865894,0.002452667814113585 +/- 0.0007945862871178732,0.0037435456110155086 +/- 0.0054836567145577966,0.025731497418244396 +/- 0.005020981805788243,0.028958691910499147 +/- 0.0069783059597694295,0.003184165232358016 +/- 0.004342332465247113,0.04944061962134251 +/- 0.004106759092147264,0.006239242685025803 +/- 0.002011359017645493,0.17951807228915664 +/- 0.006867987505242279,0.06540447504302924 +/- 0.004281357302524185,0.2783562822719449 +/- 0.006642273972955793,0.2783562822719449 +/- 0.006642273972955793,-0.0004733218588640287 +/- 0.0005915545217240742,0.2532271944922547 +/- 0.008114752582563013,-0.0005163511187607605 +/- 0.0005708476403365557,0.00030120481927712326 +/- 0.004154273930408709,0.0004302925989672857 +/- 0.0017211703958691816,0.0004302925989672857 +/- 0.0017211703958691816,-0.0008605851979345935 +/- 0.00230116040570065,0.0013769363166953653 +/- 0.0010146149847290557,0.0013769363166953653 +/- 0.0010146149847290557,0.0005593803786574925 +/- 0.0009238773904296068,0.0005593803786574925 +/- 0.0009238773904296068,-0.0003012048192771122 +/- 0.00038726333907055873,0.00047332185886403975 +/- 0.0004887184462822913,0.0026247848537005016 +/- 0.0016151742150708485,0.0001721170395869276 +/- 0.00034423407917385515,0.061790017211703976 +/- 0.003438035173053051,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005163511187607717 +/- 0.00032200149628001853,-0.0008175559380378617 +/- 0.0010442909724192508,-0.0008175559380378617 +/- 0.0010442909724192508,-0.0015490533562822705 +/- 0.002029229969458098,0.000387263339070576 +/- 0.0008038529127482626,0.0003442340791738552 +/- 0.00032200149628004525,-8.605851979345269e-05 +/- 0.0010504781080665818,-0.0006884681583476882 +/- 0.0003442340791738163,0.0012048192771084154 +/- 0.000938787617438528,0.004948364888123913 +/- 0.001404231400351187,0.007831325301204816 +/- 0.0024173101385865973,0.0070137693631669665 +/- 0.0023335192535208654,0.008648881239242701 +/- 0.0033796463796659216,0.003614457831325313 +/- 0.0012048192771084217,-0.00030120481927712326 +/- 0.00019718484057470163,0.0076592082616179 +/- 0.0025001444141710674,0.06845955249569706 +/- 0.003379646379665907,0.011790017211703974 +/- 0.003019415626996356,0.011790017211703974 +/- 0.003019415626996356,0.17792598967297762 +/- 0.008772588712562259,0.03240103270223753 +/- 0.0028739551599821886,-0.006927710843373491 +/- 0.0023992430050689536,0.0003012048192771122 +/- 0.004586402401848812,0.0018932874354560924 +/- 0.00021079946151319264,-0.0010327022375215434 +/- 0.001141695280673129,0.0004733218588640176 +/- 0.0015207054257377285,-0.001376936316695354 +/- 0.0008118744519842173,-0.001376936316695354 +/- 0.0008118744519842173,0.01045611015490534 +/- 0.0025821141460718746,-0.0030120481927710997 +/- 0.0014905772870644348,-0.004905335628227214 +/- 0.0025031049177709056,-0.00327022375215148 +/- 0.0015298097103813343,0.03545611015490534 +/- 0.004599101279135079,-0.003786574870912207 +/- 0.0016531301817812763,0.007401032702237509 +/- 0.0025369024049885793,0.0697934595524957 +/- 0.006305805542761572,0.045352839931153174 +/- 0.0042692312408992945,0.17375215146299483 +/- 0.008895304343836535
