,bvp_n_below_mean,hrv_svd_entropy,hrv_max,hrv_lineintegral,bvp_pct_5,scr_svd_entropy,hrv_rms,bvp_perm_entropy,scl_pct_5,bvp_iqr,bvp_rms,bvp_n_above_mean,scl_max,scl_svd_entropy,bvp_lineintegral,scl_iqr_5_95,scr_iqr,scr_std,bvp_std,hrv_kurtosis,scl_mean,scl_lineintegral,hrv_ptp,scl_kurtosis,hrv_energy,bvp_max,scl_pct_95,bvp_pct_95,scr_pct_95,scl_energy,bvp_peaks,scl_n_above_mean,scr_min,scl_perm_entropy,hrv_n_sign_changes,hrv_iqr_5_95,hrv_n_below_mean,hrv_n_above_mean,hrv_std,hrv_mean,bvp_mean,bvp_sum,bvp_ptp,bvp_entropy,bvp_iqr_5_95,scr_mean,scl_iqr,scl_n_sign_changes,scr_kurtosis,scr_peaks,scr_pct_5,scr_entropy,scr_iqr_5_95,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,scl_ptp,scr_ptp,scr_energy,scr_skewness,scr_sum,scl_peaks,scl_n_below_mean,scr_perm_entropy,hrv_skewness,hrv_peaks,hrv_iqr,scl_min,hrv_min,hrv_entropy,scl_skewness,hrv_perm_entropy,scr_rms,bvp_n_sign_changes,hrv_sum,hrv_pct_95,bvp_kurtosis,scr_max,scl_rms,scr_lineintegral,scl_sum,scl_std,bvp_skewness,bvp_svd_entropy,bvp_energy,hrv_pct_5,scl_entropy,bvp_min
0,0.0814373897707231 +/- 0.00952840130341377,0.04686948853615518 +/- 0.004965165179662307,0.044179894179894166 +/- 0.004087946026983856,0.04417989417989415 +/- 0.0034818495630334553,0.026102292768959423 +/- 0.002380952380952389,0.024779541446208076 +/- 0.001969868421842039,0.02345679012345677 +/- 0.0026366695569181755,0.02314814814814814 +/- 0.005500871655933314,0.018915343915343906 +/- 0.002118697315120627,0.015917107583774227 +/- 0.003025668159488141,0.012389770723104043 +/- 0.0019860856489515412,0.005423280423280408 +/- 0.002274465674872841,0.005246913580246893 +/- 0.0019958501406977546,0.005026455026455001 +/- 0.002783021840927606,0.003791887125220439 +/- 0.0010655243362958098,0.003703703703703687 +/- 0.0019934135018443108,0.0033950617283950548 +/- 0.0008606358596094795,0.002777777777777768 +/- 0.0017420411168552483,0.002733686067019403 +/- 0.00032995215050919116,0.0024691358024691136 +/- 0.0007164055030543427,0.002248677248677211 +/- 0.0011573549160852504,0.0018077601410934284 +/- 0.0005007855684127351,0.001322751322751292 +/- 0.0007887364999999257,0.001278659611992905 +/- 0.0007750615445875834,0.0011904761904761641 +/- 0.0009466891778476066,0.001146384479717788 +/- 0.0012345679012345464,0.0011463844797177769 +/- 0.0004909845117133904,0.0008377425044091447 +/- 0.0006061608062110708,0.0007936507936507798 +/- 0.0015626142104646708,0.0006172839506172534 +/- 0.0018413238992787688,0.00017636684303349304 +/- 0.001340271971214329,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.409171075837603e-05 +/- 0.000366253256742408,-4.409171075837603e-05 +/- 0.00013227513227512808,-0.0001322751322751281 +/- 0.0003968253968253843,-0.00035273368606700826 +/- 0.0002645502645502562,-0.0003968253968253954 +/- 0.000460330974819697,-0.0004409171075837826 +/- 0.0010245987688379421,-0.0005291005291005124 +/- 0.0002645502645502562,-0.0005731922398589107 +/- 0.0005931933001355427,-0.0007495590828924148 +/- 0.00044311620904414567,-0.0008818342151675207 +/- 0.0,-0.0018077601410934952 +/- 0.0014280542099384106,-0.002292768959435654 +/- 0.0017167480012285504,-0.002645502645502662 +/- 0.0009456618425717377,-0.004320987654321018 +/- 0.0012900122432387873,-0.00520282186948855 +/- 0.0013049954662212378,-0.005555555555555591 +/- 0.0019440394783993432,-0.005864197530864201 +/- 0.002548561907692844,-0.005996472663139363 +/- 0.0007687652457743449,-0.007186948853615538 +/- 0.0014361990718608933,-0.008245149911816596 +/- 0.0030359312143037214,-0.011948853615520305 +/- 0.0016432667683936647,-0.01397707231040567 +/- 0.0011839260654406994,-0.018606701940035286 +/- 0.0026218816132836907,-0.01878306878306879 +/- 0.003495224194463201,-0.02676366843033511 +/- 0.00443576635203817
