,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_ptp,bvp_std,scl_max,scl_sum,scl_min,bvp_svd_entropy,scl_pct_95,bvp_pct_5,bvp_rms,bvp_n_sign_changes,scl_lineintegral,hrv_std,bvp_iqr_5_95,bvp_sum,scl_pct_5,scl_skewness,scl_perm_entropy,scl_n_below_mean,hrv_mean,scr_perm_entropy,scr_kurtosis,scl_ptp,hrv_n_below_mean,scl_n_above_mean,scr_entropy,hrv_perm_entropy,scr_min,hrv_peaks,hrv_skewness,hrv_n_sign_changes,scl_peaks,scr_n_sign_changes,bvp_entropy,scr_peaks,bvp_kurtosis,bvp_energy,scr_pct_5,hrv_svd_entropy,hrv_n_above_mean,bvp_pct_95,bvp_mean,scl_n_sign_changes,bvp_max,scl_iqr,scr_n_below_mean,scr_n_above_mean,bvp_skewness,hrv_kurtosis,scr_skewness,scl_iqr_5_95,scl_std,hrv_pct_5,scl_energy,scl_kurtosis,hrv_min,hrv_sum,scr_rms,bvp_lineintegral,hrv_entropy,scr_ptp,hrv_max,hrv_energy,scr_mean,scr_svd_entropy,scl_rms,scr_sum,scl_mean,scr_pct_95,hrv_pct_95,hrv_ptp,scr_lineintegral,hrv_rms,scr_iqr_5_95,scr_energy,scr_std,hrv_iqr_5_95,scl_svd_entropy,hrv_iqr,scr_iqr,scr_max,scl_entropy,bvp_perm_entropy,bvp_iqr,hrv_lineintegral
0,0.006561922365988959 +/- 0.003925464063141466,0.006469500924214455 +/- 0.0031409695874244957,0.0020332717190388538 +/- 0.0010974438158075828,-0.0110443622920517 +/- 0.0016846327295340214,0.007855822550831826 +/- 0.0014613113032201147,0.00526802218114607 +/- 0.002026960462057415,-0.00965804066543433 +/- 0.0014235602403650039,-0.006146025878003636 +/- 0.0013078532068470572,-0.008086876155267963 +/- 0.001493829008802654,0.0018946395563771202 +/- 0.0015527077279492959,-0.012939001848428777 +/- 0.002418900615213014,-0.010720887245840981 +/- 0.0016763731189664416,0.0036044362292052324 +/- 0.0007099025644980117,0.0004158964879852567 +/- 0.0017950946949681012,0.0014787430683919078 +/- 0.0016114228996453666,0.0005083179297597385 +/- 0.0009345539933529127,-0.009288354898336371 +/- 0.0009571310155826035,0.0006931608133087241 +/- 0.00023105360443620437,-0.020887245841035074 +/- 0.0013985901987450698,-0.0005545286506468905 +/- 0.0006791561209195377,0.000184842883549019 +/- 0.0005917859738847422,-0.0012939001848428112 +/- 0.0007393715341959387,0.0029112754158965417 +/- 0.001883334923504143,-0.0029112754158964306 +/- 0.0010748339509808738,-0.0043438077634010645 +/- 0.0009055414945593812,0.0057763401109057755 +/- 0.0012094503076064953,-0.0015711645101663008 +/- 0.0011356936901519923,-0.0001386321626616782 +/- 0.0007746328379962972,-0.0003696857670979048 +/- 0.0004977046956686069,-0.0016173752310535638 +/- 0.0007233121923520437,4.4408920985006264e-17 +/- 0.0004133212527726096,-4.621072088720757e-05 +/- 0.0007579121749933607,-0.00041589648798516786 +/- 0.00038385507684460176,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0005545286506470015 +/- 0.0001848428835489635,-0.007948243992606241 +/- 0.0015298470755311434,0.015341959334565647 +/- 0.0017141623836406143,-0.0053142329020332115 +/- 0.0009299728187383702,0.003743068391866944 +/- 0.001346469712045596,-0.0005083179297596607 +/- 0.00038385507684462713,0.003881700554528711 +/- 0.0015073480989186783,0.0 +/- 0.0,0.0012939001848429332 +/- 0.00040285572491133764,0.010212569316081378 +/- 0.0018069514598906833,9.242144177452616e-05 +/- 0.0009649081801211159,-0.0005083179297596385 +/- 0.0009114178800053483,0.00046210720887250866 +/- 0.0009693242589372898,0.008133086876155304 +/- 0.0012604604156178983,-0.0016635859519407714 +/- 0.0005145808098733852,-0.0012476894639555703 +/- 0.000508317929759698,0.006515711645101707 +/- 0.0009345539933528803,-0.00254158964879847 +/- 0.0007522560349399271,0.0001848428835490301 +/- 0.0012772897376234077,-0.009750462107208835 +/- 0.001746863047267634,-0.00013863216266168932 +/- 0.000548721907903763,-0.00013863216266168932 +/- 0.0018605196062104951,0.005129390018484337 +/- 0.0018765194551060161,0.00046210720887249754 +/- 0.0013393139321801794,0.007347504621072143 +/- 0.0013778236151456163,-0.0010628465804065957 +/- 0.0012234937425946234,0.0009242144177449618 +/- 0.0010738401144752678,0.006007393715342013 +/- 0.003174780783238032,0.0027264325323475558 +/- 0.0015388933276660399,-0.025924214417744885 +/- 0.001987060998151588,-0.0023105360443622324 +/- 0.001033303131931519,-0.01945471349353045 +/- 0.0013932359918374505,-0.007717190388170025 +/- 0.0011138605169310565,-0.003789279112754107 +/- 0.0012191225469753012,-0.0006469500924214056 +/- 0.0014931140870058565,0.0062384473197782285 +/- 0.0030320008691911847,-0.0016635859519407935 +/- 0.001016635859519387,-0.015526802218114555 +/- 0.002189042381206474,0.00489833641404811 +/- 0.001419805128996037,0.007486136783733855 +/- 0.0017632887272032087,-0.005591497227356667 +/- 0.000911417880005372,-0.0030499075785581755 +/- 0.001434766607787436,-0.004066543438077575 +/- 0.0009195817348489745,-0.006746765249537834 +/- 0.0016941130110742684,-0.004713493530499035 +/- 0.0010896327285167726,0.0016173752310536637 +/- 0.0010984162961187314,-0.007024029574861312 +/- 0.0008719021378980254,-0.009242144177449108 +/- 0.002937199368220099,0.003743068391866944 +/- 0.0035761843648698466,-0.019963031423290156 +/- 0.0020541692024854796,-0.00859519408502769 +/- 0.0012939001848428795
