,hrv_entropy,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_n_above_mean,hrv_rms,hrv_std,hrv_sum,hrv_skewness,hrv_mean,hrv_n_sign_changes,hrv_iqr_5_95,hrv_peaks,hrv_n_below_mean,hrv_kurtosis,hrv_pct_95,hrv_energy,hrv_min,hrv_perm_entropy,hrv_ptp,hrv_iqr,hrv_pct_5
0,-0.0001625355546525875 +/- 0.002763104429093863,-0.007720438845997557 +/- 0.0069149280410183275,0.015075172694026823 +/- 0.005321177995273816,-0.03949613978057699 +/- 0.006541425083332216,-0.012068264932954088 +/- 0.0024586021141659183,0.010280373831775703 +/- 0.0015951065767078891,0.004876066639577403 +/- 0.0022623991722186187,-0.0027631044290938713 +/- 0.0018779715576255711,-0.01210889882161723 +/- 0.00260056887444128,-0.0004469727752945962 +/- 0.003037773862911937,0.0 +/- 0.0,0.005810646078829746 +/- 0.0021734382966788054,-0.011214953271028028 +/- 0.0024796662011202586,-0.011174319382364888 +/- 0.0031487986616918918,-0.005485574969524581 +/- 0.0024932789852324107,-0.07805770012190168 +/- 0.005063608628893653,-0.008492482730597311 +/- 0.0012778695809440334,-0.049248273059731826 +/- 0.010063431885707354,0.02592442096708656 +/- 0.0035086604055136793,0.01584721657862658 +/- 0.004071507533482447,0.007517269402681831 +/- 0.002616077789974795,-0.03705810646078829 +/- 0.004386954758639824
