,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_svd_entropy,hrv_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_peaks,hrv_perm_entropy,hrv_energy,hrv_lineintegral,hrv_min,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_sum,hrv_mean,hrv_max
0,0.09051186017478158 +/- 0.00519850080664181,0.0012484394506866892 +/- 0.007324650989160817,0.04964627548897217 +/- 0.005527233719932661,0.12550977944236377 +/- 0.007573866000832298,0.015647107781939274 +/- 0.0024279570779550327,-0.022138992925509738 +/- 0.004123001606825073,0.1729088639200999 +/- 0.007712194778793642,0.0028297960882231023 +/- 0.0013394487673267638,0.0 +/- 0.0,0.008114856429463236 +/- 0.0015033201721338734,-0.011485642946317053 +/- 0.0038058637919845813,0.007740324594257253 +/- 0.002955519085237583,-0.0010403662089054743 +/- 0.001863388529108456,0.12297128589263424 +/- 0.007165095058988098,0.2711610486891386 +/- 0.00858553664952333,0.29642114024136496 +/- 0.008461292684625926,0.11302538493549737 +/- 0.0050701604362939695,-0.02130669995838531 +/- 0.0036743637211226186,0.060799001248439496 +/- 0.00720654696549069,0.3864752392842281 +/- 0.003736290965506058,0.3864752392842281 +/- 0.003736290965506058,0.3373699542238869 +/- 0.006393099028117743
