,hrv_entropy,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_n_above_mean,hrv_rms,hrv_std,hrv_sum,hrv_skewness,hrv_mean,hrv_n_sign_changes,hrv_iqr_5_95,hrv_peaks,hrv_n_below_mean,hrv_kurtosis,hrv_pct_95,hrv_energy,hrv_min,hrv_perm_entropy,hrv_ptp,hrv_iqr,hrv_pct_5
0,-0.003550295857988173 +/- 0.002551375870293604,-0.007185122569737967 +/- 0.007374075566378504,0.010355029585798804 +/- 0.0050832852237229584,0.06386306001690616 +/- 0.007611180791972485,-0.0005494505494505586 +/- 0.0015008690536402803,-0.000591715976331375 +/- 0.001594924958927583,0.019991546914623827 +/- 0.0027718516368672157,0.005748098055790363 +/- 0.0019201718836180108,0.0006339814032121693 +/- 0.005153089868174923,-0.013905325443786998 +/- 0.0026960572161989953,0.0 +/- 0.0,-0.01754015215553679 +/- 0.0033931004795310703,-0.0021132713440405793 +/- 0.0010001825499745668,0.0006762468300929525 +/- 0.000507185122569733,0.0012679628064243276 +/- 0.002405790274008081,0.03000845308537614 +/- 0.005032958798513675,-0.013017751479289973 +/- 0.0012073420842844999,-0.0043956043956044025 +/- 0.005582237356246491,-0.024556213017751516 +/- 0.0026627218934911286,-0.002789518174133576 +/- 0.0029172331237087646,0.01715976331360943 +/- 0.0021149612854094455,-0.017202028740490295 +/- 0.002236875506745453
