,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_svd_entropy,hrv_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_peaks,hrv_perm_entropy,hrv_energy,hrv_lineintegral,hrv_min,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_sum,hrv_mean,hrv_max
0,0.13346677341873495 +/- 0.005707056328966123,0.07173738991192949 +/- 0.004524858655226523,0.06228983186549234 +/- 0.004794493169441117,0.030704563650920703 +/- 0.005624606445708366,0.028783026421136858 +/- 0.005556958511413568,0.022658126501200915 +/- 0.002362907055784404,0.012249799839871844 +/- 0.006655918693391807,0.00020016012810245565 +/- 0.0003690770399236829,0.0 +/- 0.0,-0.001401120896717456 +/- 0.0010629237828143699,-0.0014811849479584361 +/- 0.0008960380018254358,-0.0023618895116093498 +/- 0.0007895549609013455,-0.016973578863090522 +/- 0.002614063685718906,-0.029583666933546904 +/- 0.006876774955488954,-0.03923138510808651 +/- 0.005337937005855321,-0.04123298638911131 +/- 0.0047938246212722874,-0.04659727782225785 +/- 0.0029591222758328936,-0.04851881505204168 +/- 0.0036153152617696286,-0.05288230584467578 +/- 0.004346563711079923,-0.05612489991993601 +/- 0.004960741737280911,-0.05612489991993601 +/- 0.004960741737280911,-0.06985588470776624 +/- 0.006266642494967967
