,hrv_entropy,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_n_above_mean,hrv_rms,hrv_std,hrv_sum,hrv_skewness,hrv_mean,hrv_n_sign_changes,hrv_iqr_5_95,hrv_peaks,hrv_n_below_mean,hrv_kurtosis,hrv_pct_95,hrv_energy,hrv_min,hrv_perm_entropy,hrv_ptp,hrv_iqr,hrv_pct_5
0,0.0003362757461118582 +/- 0.0019335855401429298,0.05174443043295507 +/- 0.010468945714718847,-0.0009667927700714341 +/- 0.005766693978787981,0.024590163934426267 +/- 0.00826113661497835,-0.0004623791509036912 +/- 0.003478717332694518,0.006431273644388447 +/- 0.0019358686741772992,0.0010508617065994597 +/- 0.0014223559744168605,0.008532997057587265 +/- 0.0014198693361962725,-0.004413619167717498 +/- 0.003746730957669488,0.008364859184531347 +/- 0.0031028727253401517,0.0 +/- 0.0,0.0036569987389659998 +/- 0.0024728988785342864,0.0013871374527112846 +/- 0.0006248872949692527,-0.0018495166036149424 +/- 0.001494442104634823,0.0021437578814628377 +/- 0.0015778330709645516,0.02059688944934849 +/- 0.002385247744280988,0.00546448087431699 +/- 0.0016279879555306644,-0.015048339638503527 +/- 0.005949919219578135,0.009373686422866779 +/- 0.0031062874799230636,0.0002942412778478731 +/- 0.002110532191783642,0.0012610340479193404 +/- 0.0017734361588675105,0.020134510298444784 +/- 0.0019756200084068967
