,hrv_svd_entropy,hrv_pct_95,hrv_mean,hrv_ptp,hrv_rms,hrv_kurtosis,hrv_min,hrv_iqr,hrv_skewness,hrv_n_below_mean,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_entropy,hrv_perm_entropy,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_max,hrv_pct_5,hrv_std,hrv_lineintegral
0,0.016267339218158917 +/- 0.004646852956382091,0.006851618327028209 +/- 0.0032180398563132944,0.0007986548970156049 +/- 0.0007145859604876087,0.005296343001261072 +/- 0.002265185974831008,0.0013871374527112622 +/- 0.0017437972688265236,-0.0015552753257670805 +/- 0.0022325803656812995,0.00012610340479197736 +/- 0.002750287987045909,-0.003026481715006246 +/- 0.0020316176500369296,0.0027322404371585398 +/- 0.0015530015302153252,0.0010088272383354858 +/- 0.0016834791420345277,0.0017654476670870612 +/- 0.0010928961748633704,0.0 +/- 0.0,-0.004413619167717475 +/- 0.0011777154876941476,0.0037831021437579214 +/- 0.0022714175848854677,0.0045397225725094855 +/- 0.002031617650036917,0.0006725514922236719 +/- 0.0018050366165266178,0.005044136191677218 +/- 0.0011121274951931912,-0.00029424127784779543 +/- 0.0018896819498099037,-0.005926860025220626 +/- 0.004064322278852568,0.0047498949138293665 +/- 0.0022640156384187123,0.011223203026481776 +/- 0.0025224183587520023,0.023118957545187113 +/- 0.005428796735086323
