,hrv_svd_entropy,hrv_pct_95,hrv_mean,hrv_ptp,hrv_rms,hrv_kurtosis,hrv_min,hrv_iqr,hrv_skewness,hrv_n_below_mean,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_entropy,hrv_perm_entropy,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_max,hrv_pct_5,hrv_std,hrv_lineintegral
0,-0.024594257178526847 +/- 0.005040185069235417,-0.008406158967956745 +/- 0.003359207003014649,-0.0017478152309613137 +/- 0.0023526082438789075,0.0012900540990428589 +/- 0.001955888472742393,-0.002871410736579283 +/- 0.0025683352682829065,0.005368289637952528 +/- 0.0027253623520654205,-0.010237203495630499 +/- 0.0026853542746403045,0.011901789429879305 +/- 0.0027237733120189047,-0.006658343736995431 +/- 0.002544966267402539,-0.0017478152309613137 +/- 0.0030738552330618974,-0.002288805659592175 +/- 0.0025602311136532817,0.0 +/- 0.0,-0.004827299209321678 +/- 0.0016770238601423197,-0.0008739076154806625 +/- 0.002350030445858587,0.003495630461922572 +/- 0.0018062866761723354,0.0009155222638368654 +/- 0.0021446689515980184,0.008114856429463168 +/- 0.0022352141493126696,0.013025384935497264 +/- 0.0022797080191098353,-0.0004161464835622408 +/- 0.004419781289172447,-0.007823553890969637 +/- 0.004465777253531844,0.0014565126924677373 +/- 0.001503320172133861,0.026258843112775675 +/- 0.0037887617741556748
