,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_svd_entropy,hrv_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_peaks,hrv_perm_entropy,hrv_energy,hrv_lineintegral,hrv_min,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_sum,hrv_mean,hrv_max
0,0.13499577345731195 +/- 0.007115670500671155,0.10211327134404061 +/- 0.008440819503152305,0.11403212172442947 +/- 0.005852807902997049,0.0402789518174134 +/- 0.006556047572347839,0.03389687235841086 +/- 0.003069994893885859,0.024006762468300958 +/- 0.00410562449520909,0.08693998309382926 +/- 0.004222525563486055,0.0038038884192730495 +/- 0.001625983437165798,0.0 +/- 0.0,0.0029163144547760143 +/- 0.0012742868496772154,0.019273034657650068 +/- 0.0018920565752831246,-0.0010989010989010729 +/- 0.0016714894280038127,0.02544378698224855 +/- 0.0033107617967144845,0.04687235841081997 +/- 0.0040515330453095005,0.08770076077768385 +/- 0.006148857043289885,0.08757396449704145 +/- 0.005979624407042241,0.04277261200338126 +/- 0.006196751583469584,0.030008453085376197 +/- 0.003344047412485615,0.04492814877430264 +/- 0.00729871425068354,0.10972104818258668 +/- 0.0060461723557895895,0.10972104818258668 +/- 0.0060461723557895895,0.08343195266272192 +/- 0.00795937778957454
