,hrv_entropy,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_n_above_mean,hrv_rms,hrv_std,hrv_sum,hrv_skewness,hrv_mean,hrv_n_sign_changes,hrv_iqr_5_95,hrv_peaks,hrv_n_below_mean,hrv_kurtosis,hrv_pct_95,hrv_energy,hrv_min,hrv_perm_entropy,hrv_ptp,hrv_iqr,hrv_pct_5
0,0.015257569799449432 +/- 0.0011901491113190312,0.03971686983877305 +/- 0.008477868959944537,0.020251671254423863 +/- 0.0071548483960070935,0.04793550924105383 +/- 0.00589448018283654,0.004286276051907134 +/- 0.001969717622708343,-0.0031065670467951834 +/- 0.0009704256924304263,0.0053480141565079966 +/- 0.0018461179070870005,-0.0019268580416831106 +/- 0.0017537635171826784,0.004168305151395946 +/- 0.002814869078753159,-0.007668108533228535 +/- 0.0047294741798381956,0.0 +/- 0.0,0.0018088871411717888 +/- 0.0022189124623933723,-0.0005505308690523236 +/- 0.0007502471108273465,0.0022021234762091614 +/- 0.001282698106983888,0.002634683444750241 +/- 0.002696179271163513,-0.004168305151396046 +/- 0.006292272886817001,0.0018482107746755406 +/- 0.0012316523604691762,0.07282736924891856 +/- 0.004437824924786744,0.016751867872591374 +/- 0.0025738211831621703,0.005151395988989338 +/- 0.002171362594145268,0.007668108533228413 +/- 0.002725839846735877,-0.004797483287455806 +/- 0.003115265799502705
