,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_above_mean,hrv_std,hrv_svd_entropy,hrv_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_peaks,hrv_perm_entropy,hrv_energy,hrv_lineintegral,hrv_min,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_sum,hrv_mean,hrv_max
0,0.11534591194968558 +/- 0.009135170511200821,-0.004821802935010433 +/- 0.00988886911117045,0.05404612159329146 +/- 0.00841807185929269,0.18255765199161433 +/- 0.009045726832812951,-0.006163522012578582 +/- 0.003999964839492271,0.04532494758909859 +/- 0.005026027829837453,0.13685534591194976 +/- 0.00498652201167916,0.002180293501048236 +/- 0.001282772204677419,0.0 +/- 0.0,-0.0028511530398322438 +/- 0.001786773648022022,-0.008176100628930783 +/- 0.002381093646037853,-0.00817610062893077 +/- 0.0033660694903859542,-0.00037735849056599326 +/- 0.0023303468732226895,0.03274633123689735 +/- 0.009259414842514965,0.27203354297693927 +/- 0.007355593210763398,0.2916142557651992 +/- 0.005028825313017843,0.16503144654088053 +/- 0.004100448864871333,-0.00817610062893077 +/- 0.004740912968404842,0.16385744234800845 +/- 0.006066783143877882,0.3922851153039833 +/- 0.008969610925766402,0.3922851153039833 +/- 0.008969610925766402,0.31714884696016776 +/- 0.007446805291167565
