,hrv_svd_entropy,hrv_pct_95,hrv_mean,hrv_ptp,hrv_rms,hrv_kurtosis,hrv_min,hrv_iqr,hrv_skewness,hrv_n_below_mean,hrv_n_above_mean,hrv_n_sign_changes,hrv_peaks,hrv_entropy,hrv_perm_entropy,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_max,hrv_pct_5,hrv_std,hrv_lineintegral
0,-0.008284023668639052 +/- 0.00395673025814654,-0.004818258664412512 +/- 0.0034033511646994596,-0.005240912933220631 +/- 0.0024440967531362432,-0.009213863060016914 +/- 0.002305694285204701,0.004184277261200353 +/- 0.0020043796621097786,-0.0001690617075232437 +/- 0.0016607677687564242,-0.008241758241758223 +/- 0.00276022685836952,0.004775993237531706 +/- 0.002391267144516584,-0.0084953508030431 +/- 0.0030032255153830145,0.0017751479289940919 +/- 0.002128432512597513,0.0002958579881657153 +/- 0.0011505205062397432,0.0 +/- 0.0,-0.006593406593406581 +/- 0.0011528471426023503,-0.01081994928148774 +/- 0.002392387438391355,-0.008453085376162295 +/- 0.0027715293847430243,-0.0006762468300929636 +/- 0.0028175542371088776,0.005156382079459021 +/- 0.001521555367709216,-0.00714285714285714 +/- 0.001922496266364181,0.005917159763313617 +/- 0.0040759301610282855,0.0008453085376162628 +/- 0.0020877580786523224,-0.008199492814877418 +/- 0.0029537455975750166,-0.006508875739644959 +/- 0.0064659196643324195
