,bvp_n_below_mean,scl_sum,hrv_pct_5,scl_min,bvp_perm_entropy,bvp_peaks,hrv_lineintegral,scl_svd_entropy,scl_rms,hrv_pct_95,bvp_lineintegral,bvp_min,hrv_max,hrv_iqr,scl_iqr,hrv_iqr_5_95,bvp_n_sign_changes,bvp_svd_entropy,scl_ptp,hrv_entropy,bvp_n_above_mean,hrv_kurtosis,hrv_std,scl_max,scl_skewness,scl_entropy,scr_entropy,bvp_skewness,bvp_std,hrv_sum,hrv_energy,hrv_ptp,hrv_n_below_mean,hrv_n_above_mean,hrv_peaks,hrv_rms,hrv_n_sign_changes,hrv_perm_entropy,hrv_min,scr_svd_entropy,bvp_sum,bvp_energy,hrv_mean,scr_perm_entropy,scl_n_above_mean,scr_pct_95,scr_pct_5,scr_iqr_5_95,scr_skewness,scr_energy,scr_peaks,scr_kurtosis,scr_n_sign_changes,scr_n_above_mean,scr_rms,scr_lineintegral,bvp_rms,bvp_entropy,bvp_pct_95,bvp_pct_5,scl_std,scl_mean,scl_pct_5,scl_n_below_mean,scr_min,scr_max,scr_std,scr_mean,scr_sum,scr_ptp,scl_lineintegral,scl_peaks,scl_kurtosis,hrv_svd_entropy,scl_perm_entropy,bvp_mean,scr_n_below_mean,scl_energy,scr_iqr,bvp_max,bvp_ptp,scl_pct_95,hrv_skewness,bvp_kurtosis,scl_iqr_5_95,scl_n_sign_changes,bvp_iqr,bvp_iqr_5_95
0,0.0 +/- 0.0,-0.00013262599469494597 +/- 0.00020258955326946717,0.0 +/- 0.0,0.006852343059239652 +/- 0.0034315151848496876,0.07484526967285593 +/- 0.008723905437045588,0.02745358090185681 +/- 0.004493001236596514,0.0 +/- 0.0,-0.008930150309460627 +/- 0.0022611338377620553,-0.007648099027409328 +/- 0.0017013157740843508,-0.00888594164456229 +/- 0.0014181268728864149,0.03465959328028299 +/- 0.004296208881788243,0.00645446507515478 +/- 0.001632730796871721,0.021043324491600412 +/- 0.002238547993133901,0.003978779840848867 +/- 0.0006252049347361198,0.03691423519009731 +/- 0.0016333291955712868,-0.013439434129089257 +/- 0.0035598270803178364,-0.009416445623342118 +/- 0.0016067888457459093,-0.0027851458885941095 +/- 0.0016428739324546439,0.024535809018567688 +/- 0.003089866269674013,0.0 +/- 0.0,0.14823165340406724 +/- 0.008492322281228211,0.0007515473032714936 +/- 0.0008399646330680705,0.0 +/- 0.0,-0.0013704686118478527 +/- 0.000725076015334078,0.0004420866489832642 +/- 0.0,-0.022458001768346558 +/- 0.001686895139552502,0.0 +/- 0.0,0.002122015915119424 +/- 0.0010424249445226846,0.005437665782493428 +/- 0.0007142128391424895,0.0019451812555261517 +/- 0.0005996755069076123,-0.003934571175950441 +/- 0.001272871799194323,0.0 +/- 0.0,0.003978779840848856 +/- 0.0005931214794429175,0.0 +/- 0.0,0.0006631299734748408 +/- 0.000532342819575282,0.0 +/- 0.0,0.0 +/- 0.0,0.0008399646330681132 +/- 0.0006689984947136135,0.0 +/- 0.0,0.0 +/- 0.0,0.0009283819628647438 +/- 0.0009973929418813916,0.0 +/- 0.0,0.007692307692307732 +/- 0.001372606073939884,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007957559681697091 +/- 0.000515557196714869,4.420866489832642e-05 +/- 0.00013262599469497928,0.0 +/- 0.0,-0.004022988505747072 +/- 0.0008940649167178137,0.0016799292661362041 +/- 0.001450152030668152,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005747126436780991 +/- 0.0004442915836039262,0.02568523430592403 +/- 0.003239321857068497,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.005791335101679995 +/- 0.0017511319469795208,-0.0004420866489831643 +/- 0.0004420866489831754,0.002961980548187482 +/- 0.0015945790271327494,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.005747126436781669 +/- 0.0014256866044736654,0.0 +/- 0.0,-0.002166224580017628 +/- 0.0014454272965757498,0.016489832007073425 +/- 0.0011192739965669536,0.0054818744473917325 +/- 0.001284335901532622,0.0 +/- 0.0,0.003315649867374049 +/- 0.0015346202438293272,0.0034482758620690166 +/- 0.0007073386383731256,0.0 +/- 0.0,0.0007515473032714826 +/- 0.0004862953138815422,0.0 +/- 0.0,0.0 +/- 0.0,-0.007294429708222761 +/- 0.0011738212243458702,-0.0002652519893898697 +/- 0.0008199485849244562,0.0038019451812555615 +/- 0.00045084168997285365,0.002122015915119413 +/- 0.0008103582130779475,-0.0003094606542881961 +/- 0.0006863030369699347,0.0003978779840849378 +/- 0.0035446969558622574,0.0 +/- 0.0,0.0002210433244916321 +/- 0.0002210433244916321,0.003006189213085808 +/- 0.0007858704170924423,0.0 +/- 0.0
