,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_n_sign_changes,bvp_peaks,bvp_rms,hrv_pct_95,hrv_lineintegral,bvp_pct_95,bvp_lineintegral,scr_energy,scr_svd_entropy,hrv_perm_entropy,scr_max,scr_pct_95,scr_mean,bvp_skewness,scr_rms,scr_iqr_5_95,scl_min,scr_lineintegral,hrv_skewness,scl_kurtosis,bvp_svd_entropy,scr_n_above_mean,scr_n_below_mean,hrv_peaks,hrv_iqr_5_95,hrv_std,hrv_mean,scl_perm_entropy,scr_min,hrv_n_above_mean,scr_n_sign_changes,scr_peaks,scl_peaks,scr_perm_entropy,hrv_n_sign_changes,bvp_entropy,bvp_sum,scr_skewness,scr_iqr,scr_entropy,hrv_kurtosis,bvp_mean,scl_lineintegral,scl_n_below_mean,hrv_n_below_mean,hrv_pct_5,scl_entropy,scr_pct_5,hrv_svd_entropy,scl_n_above_mean,scr_kurtosis,scl_mean,scl_skewness,scr_std,hrv_min,bvp_energy,bvp_iqr_5_95,hrv_max,hrv_rms,scl_n_sign_changes,bvp_kurtosis,scr_sum,hrv_iqr,bvp_std,hrv_sum,hrv_energy,bvp_iqr,bvp_min,bvp_pct_5,hrv_ptp,scl_pct_5,hrv_entropy,scl_std,scr_ptp,bvp_max,scl_rms,bvp_ptp,scl_iqr,scl_sum,scl_iqr_5_95,scl_ptp,scl_svd_entropy,scl_pct_95,scl_energy,scl_max
0,0.004560892770499791 +/- 0.0033489439935443675,0.02348374575448815 +/- 0.004614262368934998,-0.006841339155749593 +/- 0.004304094329673964,0.006113537117903967 +/- 0.0018180489078306902,-0.057981562348374524 +/- 0.00204993985194346,-0.0003881610868510021 +/- 0.0016496846191169142,-0.0030567685589519165 +/- 0.0030995975261881486,4.8520135856422455e-05 +/- 0.002534683723747494,0.0016011644832605865 +/- 0.0018798030691713151,0.002765647743813715 +/- 0.001535108395881253,-0.008102862688015477 +/- 0.001018922852983988,0.0031052886948083947 +/- 0.0009752426609530342,-0.00019408054342550106 +/- 0.0003218461708253741,0.003930131004366855 +/- 0.0008248423095584456,-0.0029597282872391604 +/- 0.000981259020677188,-0.002280446385249835 +/- 0.001440157407050557,0.0009704027171276497 +/- 0.0013723566835255772,-0.00557981562348372 +/- 0.0009764488984715096,-0.001892285298398777 +/- 0.0011368631260417381,-0.004706453178068859 +/- 0.0018545865942373903,-0.006259097525473034 +/- 0.0014628639914295296,0.00014556040756917853 +/- 0.0004366812227074493,-0.00019408054342548998 +/- 0.00044469439058282073,-0.010625909752547269 +/- 0.0009569666629459497,0.0005337214944202473 +/- 0.00040303851833664616,0.0008733624454148936 +/- 0.0007130974505919006,-0.00019408054342551218 +/- 0.00023769915019728865,0.0002911208151383349 +/- 0.0011725420643953885,0.002620087336244581 +/- 0.0013055433330493682,0.001115963124696784 +/- 0.0020128547804649645,0.0009704027171276608 +/- 0.0005740979896263486,4.852013585638914e-05 +/- 0.00014556040756916744,-0.00038816108685102435 +/- 0.0003630914494685842,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0003396409509946463 +/- 0.0004366812227074024,0.0 +/- 0.0,0.0 +/- 0.0,-4.8520135856366944e-05 +/- 0.0002612889280511747,-0.0012615235322658402 +/- 0.0005822416302765588,-0.006598738476467703 +/- 0.0015220171898455185,1.1102230246251566e-17 +/- 0.0002169886441047974,0.0004852013585638582 +/- 0.0005315114580351104,9.704027171276719e-05 +/- 0.00029112081513830155,0.0028141678796701044 +/- 0.0008347719812753701,-9.704027171273389e-05 +/- 0.000422988737849663,-0.0022319262493934343 +/- 0.00038816108685107433,-0.0015526443474041085 +/- 0.0019261943950780475,-0.011596312469674897 +/- 0.0017147595387746082,-0.0007278020378456707 +/- 0.0005842598048904275,-0.0005337214944201474 +/- 0.0016446823150585363,0.0014070839398350743 +/- 0.000261288928051152,0.0009218825812712716 +/- 0.001028123246017312,-0.0014070839398350077 +/- 0.001462863991429533,0.000436681222707469 +/- 0.0007014474669966592,-0.0013100436681222182 +/- 0.000615651506086818,0.0036390101892285753 +/- 0.0015834225009297206,0.004318292091217879 +/- 0.0008529061538693172,-0.0004852013585637693 +/- 0.0008403934049339379,-0.0052886948083454175 +/- 0.002661540640835029,0.00024260067928194573 +/- 0.0015982211637069887,-0.012615235322658857 +/- 0.0008946670992035541,0.0007278020378457595 +/- 0.0008747091886132804,-0.007908782144589954 +/- 0.001565479457050142,-0.00014556040756911193 +/- 0.001854586594237415,-0.0014556040756913747 +/- 0.0010177669560117847,0.004172731683648745 +/- 0.0011316743124396692,0.000533721494420214 +/- 0.0021530041467572765,0.003347889374090285 +/- 0.002005824998407988,-0.0011644832605530952 +/- 0.0018180489078306848,0.004318292091217901 +/- 0.0012919482732357498,0.003590490053372186 +/- 0.0014261949011837862,-0.003105288694808317 +/- 0.001683585790674204,0.000388161086851091 +/- 0.0017867008869016906,0.0030567685589520054 +/- 0.0009955499528715708,-0.0010189228529839279 +/- 0.0006670415858742052,-0.0035419699175157303 +/- 0.0015196952705837652,-0.012663755458515235 +/- 0.0014303156693821967,-0.001115963124696706 +/- 0.0008959818201173979,0.0032508491023775176 +/- 0.0009470752690899144,-0.012663755458515247 +/- 0.0014137605322012165,0.0014556040756914523 +/- 0.0009206048501217894,0.003978651140223222 +/- 0.0011440879303786225,-0.016690926734594814 +/- 0.0018816806821606424,-0.00014556040756907862 +/- 0.0008959818201173907,-0.014264919941775788 +/- 0.0015826789354973407,-0.0014556040756913634 +/- 0.0009704027171275942
