,bvp_rms,hrv_rms,bvp_std,hrv_sum,hrv_mean,hrv_max,hrv_min,scl_svd_entropy,hrv_n_above_mean,hrv_lineintegral,hrv_n_below_mean,scl_energy,scl_pct_95,hrv_energy,hrv_pct_5,bvp_lineintegral,scl_max,scl_min,scr_lineintegral,scl_mean,scl_sum,hrv_pct_95,hrv_std,bvp_peaks,bvp_pct_5,hrv_iqr,bvp_iqr_5_95,bvp_min,bvp_ptp,bvp_pct_95,bvp_max,scl_pct_5,scr_std,bvp_n_above_mean,bvp_n_below_mean,scl_rms,scr_kurtosis,bvp_svd_entropy,hrv_entropy,scl_ptp,scl_std,scr_entropy,scr_n_below_mean,scr_n_above_mean,hrv_perm_entropy,scr_min,scl_perm_entropy,scl_iqr,scr_iqr_5_95,bvp_mean,bvp_sum,scr_pct_5,scr_pct_95,scr_skewness,scr_rms,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_energy,scr_mean,scr_sum,scl_skewness,scr_n_sign_changes,hrv_kurtosis,scl_kurtosis,scr_peaks,hrv_peaks,scr_svd_entropy,bvp_skewness,scr_iqr,bvp_kurtosis,scr_ptp,hrv_skewness,scr_max,bvp_n_sign_changes,scl_iqr_5_95,bvp_perm_entropy,scl_n_above_mean,scl_n_below_mean,scl_lineintegral,scr_perm_entropy,hrv_svd_entropy,scl_entropy,bvp_energy,hrv_iqr_5_95,bvp_iqr,hrv_ptp,scl_n_sign_changes
0,0.17937937937937934 +/- 0.00864055807389852,0.11321321321321318 +/- 0.010303018889834687,0.1825325325325325 +/- 0.008496871273949637,0.2358358358358358 +/- 0.008116136857106904,0.2358358358358358 +/- 0.008116136857106904,0.024824824824824787 +/- 0.006663238935192243,0.017167167167167117 +/- 0.008674844702257555,0.01481481481481478 +/- 0.004733369536551312,0.09154154154154151 +/- 0.008506889088071602,0.019819819819819763 +/- 0.004706834012215708,0.1273273273273273 +/- 0.006044255911691903,0.0 +/- 0.0,-0.017867867867867905 +/- 0.003061246983658257,0.03018018018018014 +/- 0.002100313839675405,0.16051051051051052 +/- 0.005989508540013043,0.018218218218218174 +/- 0.006804598358101036,0.020020020020019947 +/- 0.0031495761206310957,0.0036036036036035447 +/- 0.0011146675401061232,0.015515515515515466 +/- 0.003069010954305473,0.0032532532532531964 +/- 0.0015056665622113273,0.0032532532532531964 +/- 0.0015056665622113273,0.1499499499499499 +/- 0.007156282102788827,-0.0043543543543544064 +/- 0.00557356242735876,-0.012462462462462487 +/- 0.003612282397550775,-0.010660660660660704 +/- 0.003438915592853216,-0.008858858858858898 +/- 0.0028929621654891877,-0.018718718718718764 +/- 0.0032451581736631313,-0.0035035035035035356 +/- 0.0037320023788402754,-0.010060060060060105 +/- 0.004302266901469784,0.015365365365365324 +/- 0.0024319380607119856,-0.015665665665665705 +/- 0.004657882570891866,-0.0034534534534535035 +/- 0.0016817114731142607,0.00985985985985981 +/- 0.0032517128870431958,-0.011011011011011063 +/- 0.0038313632050059254,-0.011011011011011063 +/- 0.0038313632050059254,-0.014514514514514543 +/- 0.0020020020020020094,0.0009009009009008584 +/- 0.0005390555362496942,0.007557557557557515 +/- 0.0015898278452721334,0.018968968968968925 +/- 0.00389265852959976,0.01211211211211206 +/- 0.003017980667003274,0.011161161161161105 +/- 0.0027050188422165396,-0.0023023023023023502 +/- 0.0017366718291188545,-0.0015015015015015453 +/- 0.0008070328076374881,-0.0015015015015015453 +/- 0.0008070328076374881,0.0004504504504504236 +/- 0.0008508508508508438,-0.0006006006006006425 +/- 0.0004363262205746576,-0.006706706706706767 +/- 0.0011456980122382032,0.000500500500500467 +/- 0.00038768602064137434,0.003703703703703665 +/- 0.0010305936077064123,-0.0022022022022022527 +/- 0.0014014014014013872,-0.0022022022022022527 +/- 0.0014014014014013872,0.0 +/- 0.0,0.0037037037037036535 +/- 0.0010059935556677607,-0.0006506506506507081 +/- 0.00032047668856023095,0.002752752752752707 +/- 0.0011247349876999122,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00025025025025027237 +/- 0.00033574594256756564,-0.001101101101101154 +/- 0.0004903883368935248,-0.001101101101101154 +/- 0.0004903883368935248,-0.0019019019019019367 +/- 0.0008008008008007925,-0.0014014014014014364 +/- 0.0009959834205271426,-0.00330330330330334 +/- 0.0010059935556677507,-0.00045045045045049025 +/- 0.0012146807907418991,-0.0008508508508509038 +/- 0.0007769857205335418,-4.4408920985006264e-17 +/- 0.0017766005354653447,0.007957957957957906 +/- 0.002652652652652663,-0.009009009009009061 +/- 0.0015827215516358178,-0.002002002002002046 +/- 0.0005482708283334872,-0.00775775775775781 +/- 0.0019416581322593287,-0.004754754754754798 +/- 0.0013099351679982355,-0.006706706706706733 +/- 0.003298750160817645,-0.00500500500500507 +/- 0.0012462361959948668,-0.0022522522522522848 +/- 0.003617825899599819,-0.010610610610610648 +/- 0.0015795529367426818,0.0031031031031030555 +/- 0.0017737782929599009,-0.00015015015015019674 +/- 0.0009242334991301156,-0.00015015015015019674 +/- 0.0009242334991301156,-0.006506506506506549 +/- 0.0014677555854469698,0.0037037037037036535 +/- 0.0015213898051622337,-0.006056056056056103 +/- 0.003956487322116436,0.01901901901901897 +/- 0.0013429837702701552,0.010210210210210157 +/- 0.002066042786841869,0.02127127127127122 +/- 0.0034909685670614387,0.04974974974974972 +/- 0.0029115194338836838,-0.006556556556556603 +/- 0.0010605415465674256,0.0015015015015014455 +/- 0.0007753720412827701
