,bvp_std,hrv_n_above_mean,hrv_sum,hrv_rms,hrv_mean,bvp_rms,hrv_n_below_mean
0,0.283 +/- 0.067,0.267 +/- 0.073,0.250 +/- 0.083,0.250 +/- 0.083,0.250 +/- 0.083,0.250 +/- 0.065,0.200 +/- 0.085
