,scl_pct_5,scl_entropy,scl_pct_95,scr_pct_95,scl_min,scr_sum,scl_svd_entropy,scl_ptp,scl_iqr,scr_iqr,scr_mean,scr_kurtosis,scl_skewness,scr_std,scr_entropy,scr_max,scr_lineintegral,scl_perm_entropy,scl_energy,scr_n_below_mean,scr_pct_5,scl_lineintegral,scr_min,scr_n_above_mean,scl_std,scr_energy,scl_iqr_5_95,scr_iqr_5_95,scl_kurtosis,scl_peaks,scr_peaks,scr_n_sign_changes,scr_perm_entropy,scr_ptp,scl_max,scl_n_below_mean,scl_mean,scr_svd_entropy,scl_n_above_mean,scr_rms,scl_sum,scr_skewness,scl_n_sign_changes,scl_rms
0,0.02935323383084575 +/- 0.004320624218832292,-0.051299060254284136 +/- 0.005636306068117584,0.1520729684908789 +/- 0.005763100956656403,-0.020508568269762318 +/- 0.0034295361789377617,0.050967385295743496 +/- 0.0035807926458157158,-0.0016030956329463719 +/- 0.0005771313714157271,0.0025428413488114863 +/- 0.002641858075256709,-0.0007186290768380288 +/- 0.0004317440395747163,-0.0032061912658927437 +/- 0.00022111663902708577,-0.02061912658927586 +/- 0.004166523424258969,-0.021945826423438376 +/- 0.0013995565396541852,-0.0002211166390270858 +/- 0.0002708114696277686,0.0008844665561083432 +/- 0.0010832458785110743,0.0 +/- 0.0,0.000497512437810943 +/- 0.00016583747927031433,-0.0016030956329463719 +/- 0.000627850563383112,0.03504698728579321 +/- 0.0013358812574454965,0.020729684908789393 +/- 0.002374431353777184,0.0 +/- 0.0,0.0 +/- 0.0,-0.005306799336650059 +/- 0.001025275676671715,0.0013266998341625146 +/- 0.0007895443259859389,0.0039248203427307725 +/- 0.000674768137962059,-0.006854615809839704 +/- 0.001734039484948422,5.527915975677145e-05 +/- 0.0013415877390283628,-0.0012714206744057432 +/- 0.0005555486799956244,-0.011276948590381485 +/- 0.001241014058631484,-0.0017136539524599149 +/- 0.000627850563383112,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002598120508568258 +/- 0.00113423352839597,5.527915975677145e-05 +/- 0.00045918318755765826,-0.01603095632946383 +/- 0.0019777273432833873,-0.0039248203427307725 +/- 0.0007186290768380288,5.527915975677145e-05 +/- 0.0005215025501413245,-0.029076838032061902 +/- 0.0029583390072437164,-0.0005527915975677145 +/- 0.0,0.0 +/- 0.0,-0.03797678275290219 +/- 0.004077564091964626,0.0 +/- 0.0,0.0 +/- 0.0,0.024543946932006632 +/- 0.0027991130793083704
