,scr_pct_95,scr_std,scl_pct_5,scr_rms,scr_iqr_5_95,scl_std,scl_sum,scr_max,scl_lineintegral,scr_skewness,scl_min,scr_entropy,scr_n_below_mean,scr_ptp,scr_lineintegral,scr_kurtosis,scr_min,scr_svd_entropy,scr_n_above_mean,scl_perm_entropy,scl_skewness,scr_n_sign_changes,scr_energy,scr_iqr,scl_peaks,scr_peaks,scl_iqr_5_95,scl_kurtosis,scl_n_above_mean,scl_pct_95,scl_ptp,scr_perm_entropy,scl_energy,scl_rms,scr_sum,scr_pct_5,scl_max,scl_n_below_mean,scr_mean,scl_mean,scl_iqr,scl_entropy,scl_svd_entropy,scl_n_sign_changes
0,0.0023547880690737767 +/- 0.0010787822149706053,0.0034536891679748717 +/- 0.002029379322832593,-0.012140240711669303 +/- 0.0031292341994193845,0.0021978021978021787 +/- 0.001955158732838229,-0.001098901098901106 +/- 0.0013330967245271698,-0.010518053375196257 +/- 0.0024258141259025133,-0.004290947148090018 +/- 0.0015837515385056652,0.001831501831501814 +/- 0.0020165200280479116,-0.004552590266876 +/- 0.0010989010989011045,0.00036630036630034277 +/- 0.0006639758001281811,-0.012977498691784429 +/- 0.0033977358620089987,-5.232862375719183e-05 +/- 0.00028179826306301195,-0.0008372579801151359 +/- 0.000998366511163734,0.00010465724751437255 +/- 0.00065358430124524,-0.005389848246991125 +/- 0.0013854738142201613,-0.0008372579801151469 +/- 0.001025427417177679,5.232862375719183e-05 +/- 0.0004936672491918367,0.0041862899005755795 +/- 0.00132382110315788,-0.0013605442176870875 +/- 0.0009123807312487172,0.00010465724751437255 +/- 0.0006942176431931501,-0.0020931449502878284 +/- 0.0005232862375719627,0.00047095761381472646 +/- 0.0003663003663003428,-0.0002093144950287784 +/- 0.0005827068930224821,-0.002982731554160145 +/- 0.0014810017475756108,0.0 +/- 0.0,0.0 +/- 0.0,-0.0019361590790162309 +/- 0.0009078676908894575,0.0007849293563578885 +/- 0.0005850517994504718,-0.002668759811616972 +/- 0.0008257317550005096,-0.012035583464154898 +/- 0.0017975472566528084,-0.002040816326530648 +/- 0.0008257317550004969,-0.0009419152276295195 +/- 0.0005635965261260672,-0.0005232862375719627 +/- 0.0017822487039169407,-0.007796964939822104 +/- 0.0019919274003845308,-0.004081632653061262 +/- 0.0007326007326007284,5.2328623757169625e-05 +/- 0.0006387522561870041,-0.0036106750392464913 +/- 0.001645649941759969,-0.003035060177917348 +/- 0.0008038875717288054,-0.004761904761904778 +/- 0.0012035583464154848,-0.002930402930402942 +/- 0.0024566603023140946,-0.006698063840920987 +/- 0.0021035846407369703,-0.001517530088958674 +/- 0.0021505727460004727,0.002616431187859736 +/- 0.001604365224150257,0.0001569858712715644 +/- 0.000525896160184235
