,scr_pct_95,scr_std,scl_pct_5,scr_rms,scr_iqr_5_95,scl_std,scl_sum,scr_max,scl_lineintegral,scr_skewness,scl_min,scr_entropy,scr_n_below_mean,scr_ptp,scr_lineintegral,scr_kurtosis,scr_min,scr_svd_entropy,scr_n_above_mean,scl_perm_entropy,scl_skewness,scr_n_sign_changes,scr_energy,scr_iqr,scl_peaks,scr_peaks,scl_iqr_5_95,scl_kurtosis,scl_n_above_mean,scl_pct_95,scl_ptp,scr_perm_entropy,scl_energy,scl_rms,scr_sum,scr_pct_5,scl_max,scl_n_below_mean,scr_mean,scl_mean,scl_iqr,scl_entropy,scl_svd_entropy,scl_n_sign_changes
0,-0.007803313735970074 +/- 0.001199890129376995,-0.0016568679850347602 +/- 0.0014821405263347905,-0.018599679315873863 +/- 0.0018483823052689006,0.0033671833244254268 +/- 0.0021782665817546656,-0.0015499732763228468 +/- 0.0007726794385248945,-0.00769641902725815 +/- 0.0012916136797001144,-0.021218599679315886 +/- 0.0010702824369054325,-0.0035809727418493085 +/- 0.0007190606118157994,-0.004115446285408886 +/- 0.0011721919935575086,0.002084446819882413 +/- 0.0008088052351908881,-0.015553180117584187 +/- 0.002076207867402999,0.0003206841261357618 +/- 0.00035452964087176404,0.0032068412613575404 +/- 0.001170972864789233,-0.002779262426509899 +/- 0.0006675572419453151,-0.0014430785676109114 +/- 0.002957044616488092,-0.0023516835916622125 +/- 0.0009620523784072656,0.0 +/- 0.0004140014266389757,0.0007482629609834368 +/- 0.0014965259219668736,0.0032602886157135137 +/- 0.0007726794385248953,0.0008017103153393768 +/- 0.000686543697416617,-0.003420630678781422 +/- 0.0014381212236316003,-0.00010689470871192431 +/- 0.00021378941742384862,-0.002030999465526462 +/- 0.000979706188125244,-0.0006413682522715347 +/- 0.002188080116564248,0.0 +/- 0.0,0.0 +/- 0.0,-0.006360235168359174 +/- 0.001462739944778609,0.0014430785676108671 +/- 0.001172191993557521,-0.00021378941742384862 +/- 0.0010473499701905546,-0.014698022447888847 +/- 0.0011525311947005738,-0.005505077498663835 +/- 0.0008297260660748219,0.0004275788348476528 +/- 0.0006675572419453044,-0.01737039016568682 +/- 0.0011018454370971679,-0.022661678246926786 +/- 0.0014381212236315977,-0.0034740780331373733 +/- 0.001711150250516532,0.0004275788348476528 +/- 0.00097970618812525,-0.010315339390700173 +/- 0.0018211357602780144,-0.001710315339390689 +/- 0.0005236749850952835,-0.003313735970069509 +/- 0.0011160135231331558,-0.02394441475146982 +/- 0.001190329099482631,-0.0024585783003741478 +/- 0.0008348743640734004,-0.009246392303580996 +/- 0.0012882919073430143,-0.009192944949225023 +/- 0.0024116545532182846,-0.00048102618920364826 +/- 0.0005580067615665779
