,scr_rms,scl_lineintegral,scl_iqr_5_95,scl_entropy,scr_iqr_5_95,scr_pct_95,scr_std,scr_mean,scr_sum,scr_lineintegral,scl_ptp,scl_pct_5,scl_std,scr_energy,scl_rms,scl_mean,scl_kurtosis,scr_iqr,scl_skewness,scl_min,scl_sum,scl_max,scl_energy,scr_peaks,scr_entropy,scr_pct_5,scl_peaks,scl_perm_entropy,scr_n_sign_changes,scr_kurtosis,scr_n_below_mean,scr_n_above_mean,scr_min,scr_perm_entropy,scr_skewness,scl_iqr,scr_max,scr_svd_entropy,scr_ptp,scl_n_below_mean,scl_n_above_mean,scl_pct_95,scl_n_sign_changes,scl_svd_entropy
0,0.016506024096385585 +/- 0.0017707154767107208,0.006626506024096412 +/- 0.001373705331444748,0.006867469879518117 +/- 0.0010151987678525718,0.027590361445783175 +/- 0.001104235107218275,0.00783132530120485 +/- 0.0011107884888304665,0.0072891566265060655 +/- 0.0011253940778475546,-0.008614457831325261 +/- 0.0033220037780631846,-0.010421686746987934 +/- 0.0021728540719122267,-0.010421686746987934 +/- 0.0021728540719122267,-0.009337349397590311 +/- 0.002763872228181792,-0.019518072289156606 +/- 0.0016867469879518133,-0.016927710843373456 +/- 0.001913539780032362,0.0031927710843373757 +/- 0.00038573037574894317,-0.004277108433734888 +/- 0.000568312116388942,-0.0018072289156626175 +/- 0.0010080241283543126,0.003313253012048234 +/- 0.0009036144578313292,-0.005060240963855401 +/- 0.001240437366383968,0.002590361445783185 +/- 0.00038573037574896567,-0.0061445783132529795 +/- 0.0014951414031314256,-0.0038554216867469513 +/- 0.000722891566265051,-0.0031927710843373093 +/- 0.0008104592799441976,-0.0019277108433734646 +/- 0.0009638554216867671,-0.00024096385542164976 +/- 0.00048192771084338285,0.004759036144578332 +/- 0.0009505863757866995,-0.0008433734939758408 +/- 0.0005521175536091326,0.0 +/- 0.0,0.0 +/- 0.0,6.02409638554291e-05 +/- 0.0001807228915662873,-0.00060240963855418 +/- 0.000808217341264976,0.0001204819277108582 +/- 0.0002409638554217164,-0.000783132530120434 +/- 0.00038573037574894317,-0.000783132530120434 +/- 0.00038573037574894317,-6.0240963855418e-05 +/- 0.00018072289156625398,-0.002228915662650555 +/- 0.0015949641319124934,-0.00012048192771079158 +/- 0.0007991866964711802,-0.004277108433734888 +/- 0.000568312116388942,0.0027710843373494496 +/- 0.0002951192461184371,-0.030180722891566238 +/- 0.0015581345971539117,0.0027710843373494496 +/- 0.0002951192461184371,6.02409638554624e-05 +/- 0.001247729829952295,6.02409638554624e-05 +/- 0.001247729829952295,-0.002650602409638503 +/- 0.0015755056422436181,-0.01391566265060239 +/- 0.0015108356872270364,-0.02566265060240962 +/- 0.005232301385688798
