,scr_rms,scl_lineintegral,scl_iqr_5_95,scl_entropy,scr_iqr_5_95,scr_pct_95,scr_std,scr_mean,scr_sum,scr_lineintegral,scl_ptp,scl_pct_5,scl_std,scr_energy,scl_rms,scl_mean,scl_kurtosis,scr_iqr,scl_skewness,scl_min,scl_sum,scl_max,scl_energy,scr_peaks,scr_entropy,scr_pct_5,scl_peaks,scl_perm_entropy,scr_n_sign_changes,scr_kurtosis,scr_n_below_mean,scr_n_above_mean,scr_min,scr_perm_entropy,scr_skewness,scl_iqr,scr_max,scr_svd_entropy,scr_ptp,scl_n_below_mean,scl_n_above_mean,scl_pct_95,scl_n_sign_changes,scl_svd_entropy
0,0.08189973614775727 +/- 0.004213712881831563,0.03393139841688655 +/- 0.001932436245234876,0.010817941952506604 +/- 0.0010354309694115397,0.01620052770448548 +/- 0.001702613805266665,0.011715039577836405 +/- 0.001151315262758381,0.010448548812664937 +/- 0.0009672982997268224,0.002691292875989448 +/- 0.005221075217786072,-0.026965699208443272 +/- 0.003527735074059786,-0.026965699208443272 +/- 0.003527735074059786,-0.01788918205804748 +/- 0.0030079155672823204,-0.009656992084432714 +/- 0.002596499124040635,0.0032189973614775826 +/- 0.0016595446114529204,0.006174142480211075 +/- 0.0009454603096131555,-0.0005277044854881119 +/- 0.0,-0.004010554089709762 +/- 0.0017374224414938456,-0.0003166226912928893 +/- 0.004236122900346061,-0.003324538258575205 +/- 0.0013360410449785825,0.005224274406332441 +/- 0.0007254737247951333,-0.00511873350923483 +/- 0.0012498912171321358,0.0012137203166226907 +/- 0.0007844891159534993,0.0032189973614775934 +/- 0.0005993570813509356,-0.0015303430079155577 +/- 0.0012137203166227022,0.00015831134564643358 +/- 0.0006695819282558927,0.0004221635883904895 +/- 0.00021108179419524476,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00021108179419524476 +/- 0.00025852134488476094,0.0003693931398416783 +/- 0.00033789573812309596,0.0 +/- 0.0,0.00010554089709762238 +/- 0.0003948978772320672,0.00010554089709762238 +/- 0.0003948978772320672,0.0 +/- 0.0,-0.0023746701846965924 +/- 0.000755557839750741,0.00015831134564643358 +/- 0.00047493403693930073,-0.0007387862796833566 +/- 0.0003500395557103226,0.00522427440633243 +/- 0.0007628935247916099,-0.013931398416886542 +/- 0.0025439516186161145,0.005171503957783619 +/- 0.0008443271767810013,0.002902374670184715 +/- 0.0010081780039336548,0.002902374670184715 +/- 0.0010081780039336548,0.03883905013192614 +/- 0.0032375433562380905,-0.00026385224274405594 +/- 0.00026385224274405594,0.044591029023746696 +/- 0.0036579476149073095
